year,mean_ASAP:RAIN,mean_ASAP:SM_combined,mean_ASAP:TEMP,mean_ASAP:rad,mean_ASIS:ASIS_NDVI,mean_ASIS:BT4,std_ASAP:FPAR,std_ASAP:SM_combined,std_ASAP:TEMP,std_ASAP:rad,std_ASIS:ASIS_NDVI,std_ASIS:BT4,koppen_class,yield
1992,25.802416095575612,0.21270341421768824,26.740820598602294,183706.45409317035,123.85385149962582,154.4667949632503,9.417148404667488,0.03794210493343266,0.7886266069246712,8533.777815564941,23.09605098239856,6.074781271729163,3,1204.0
1993,30.349849545024263,0.21231754594702884,27.06170343822903,185671.12474344525,129.37754671751227,151.9061821436553,9.417148404667488,0.03914437085022127,0.9140624472531897,8745.816201255398,24.971306481334736,5.1308891955644675,3,1509.2
1994,30.901291510150113,0.21170847525281744,26.938666937086317,183099.77837137014,121.523326026177,148.61840169727418,9.417148404667488,0.037259908162193676,0.8480931856417772,9207.538997637306,21.177582106580253,5.179746196124174,3,1493.3
1995,32.13288771706901,0.218893802063641,26.932347287072076,185455.37842991936,142.62901027190978,153.52961131736453,9.417148404667488,0.03637975444797934,0.8333967439922028,8179.709358826939,25.765737792564625,6.007738244398922,3,1502.0
1996,31.568626698691045,0.21743017546404733,27.01817815568712,186616.75884909293,141.18213944604105,153.16523455773722,9.417148404667488,0.038510461134571725,0.9029497125324918,9660.622807481865,25.61149391406762,6.42703756404156,3,1515.3
1997,30.914859126790734,0.21844028348980496,27.146244282192654,186841.13423815995,147.63298523753994,153.33166265232393,9.417148404667488,0.03534233573733465,0.8759833977859436,9344.883522706261,23.829619220919554,5.581600282654698,3,1528.5
1998,29.16141039490718,0.20803715455579283,27.560427527957494,186078.87718163777,140.9291367173091,152.99177232623293,9.417148404667488,0.037408863391156705,0.8486088355468567,8511.992905973395,26.052177598061544,5.616188478580659,3,1485.0
1999,35.976556424148185,0.2169931304777743,26.79608580271403,186246.75032740747,142.7322988239352,150.19008098248165,9.417148404667488,0.038065678061067525,0.8184368284340059,9380.828393818943,27.37707917382027,5.6303623954251405,3,1455.7
2000,29.620536422503186,0.20940560103292905,27.065603340996635,191137.52722791344,115.46008122848913,147.95319436312167,9.796006664382158,0.037147785995759186,0.8161332425459296,9335.524687811043,24.07161272736672,4.444589342115895,3,1457.8
2001,25.826001697906133,0.20315476488998366,27.33465469148424,189110.09665454554,132.141877526375,156.32355313985357,9.311051371100856,0.039498023733505846,0.956298774416894,9876.708798753876,24.571186660370667,6.752300781999794,3,1315.0
2002,28.86941591172471,0.21353904633273768,27.295812320709228,187841.67402651306,136.54295885599316,154.70858252568587,9.633158413653094,0.04022841061767428,0.9344690040536059,8982.339910699768,25.641702343863184,6.578883695310328,3,1490.0
2003,32.91179112631886,0.22241179808105296,27.276356389787463,188236.09301788005,140.33491193873533,154.02361567871756,9.948830756573578,0.036947473786824385,0.8258847661215084,8704.5372764307,26.013870747665162,5.921552622117663,3,1627.2
2004,29.223652790532626,0.22159146873493632,27.193397108713786,189286.38401291758,135.14521193798117,153.41071138336847,9.55436799141609,0.037617632329053734,0.8155224910496105,9320.433465872693,23.069118677560386,5.976330857999089,3,1579.4
2005,28.24534808240853,0.2193714391943348,27.346422884199356,187647.97630848523,130.86450919647314,152.08006702266232,9.863351089190493,0.037562865751903096,0.8659793993634635,9021.238044978028,25.571982680354278,5.559702927121114,3,1561.3
2006,29.575481341008214,0.21557142848607394,27.408183776007757,188379.7703104026,132.81379059784683,154.55987327781628,9.835757326111798,0.04008099468474041,0.9166832424407301,9271.653176966203,24.866828774123874,6.513795311938997,3,1499.4
2007,33.52211761207985,0.2110073126116084,27.308949195014105,188457.59546516679,135.1931886333568,154.84786981603236,8.866572516585846,0.03770515868750695,0.8153789255314285,8864.217704822993,23.05644517251002,7.6036474413783735,3,1543.7
2008,31.788696436935364,0.21075407246524125,27.21414130528768,191257.94079162923,140.684436077278,153.88158219582715,9.107561705413142,0.0373554632886075,0.7988840043129772,9082.581799761656,23.20051826093697,8.073161617031804,3,1737.1
2009,33.82489492221634,0.21789161393873838,27.537732770707873,188320.26468329574,146.13748425295074,153.892007755988,9.653897390172304,0.036758731998765413,0.9072419877185155,9253.115304196885,23.86096462034432,7.995333164900585,3,1696.9
2010,34.75995960398822,0.21990003502618538,27.664553737640382,184999.64213987932,148.47491320517952,154.24765986850198,9.417148404667488,0.03593613524666999,0.7950355744067754,8832.651361710936,23.394639508864813,7.901863580838276,3,1887.4
2011,32.89769200731103,0.20859185730657057,27.481766499413386,188422.35712899113,141.46322299259236,154.1594453016007,9.812368894993716,0.03718130053586974,0.9204027674494882,9183.047940655608,22.504315139143237,8.09701054794608,3,1645.8
2012,31.5406542576881,0.21288359055869804,27.336616886986626,185887.15750272578,144.14242729847578,153.91851934003392,9.195583704754037,0.03530542296398425,0.8782820013020779,8989.455448391385,23.496121831213603,7.8075333554044155,3,1871.2
2013,23.065683942404878,0.2082564024024836,27.43628846274482,186620.53567858998,144.06706049310534,154.93883061410273,9.552335753677234,0.03640298371862272,0.8665540251335185,9042.766940192496,24.247791258728693,7.7752047577232615,3,1724.0
2014,26.924503600843,0.20352458026478404,27.531718413035076,186891.60163284748,141.01017655185657,154.16102718336558,9.680869411635548,0.03647460435521673,0.9011033665559277,9687.751519337577,23.587526326972384,7.996288403421918,3,1729.1
2015,26.45721921640128,0.19048564105260085,27.64234301249186,188480.7882076624,133.77774811964886,155.13123987966497,9.997826876642957,0.039406252300065905,0.9390611076679347,9303.112957487212,23.643116272677087,8.228634026720373,3,1921.8
2016,30.872292313285467,0.1959965008534431,27.82602701187134,188276.96783777277,136.15438899880098,155.58350636845555,8.970319416684791,0.03367471082235814,0.8549012634803055,8983.356471900064,23.079537359194962,7.6971366841852635,3,1950.0
2017,26.458781540796892,0.19327446542944185,27.801510281032986,188749.82246900583,136.8021515233408,155.05020759487635,9.173733236918574,0.036312543373248185,0.8568750772733632,9168.17161838456,22.4371231989144,8.141108248270061,3,2011.2
2018,31.87243916727662,0.2050812066854049,27.550815031263564,185877.02615641878,140.6577817904536,153.70829591186245,9.136643798446084,0.03448421590375918,0.8223854128164708,8645.471141846716,23.48135866439398,7.51746460398995,3,2258.9
2019,33.26435565442067,0.20598929704363858,27.841297308603924,185561.1843292427,140.30058500480743,154.062936819412,8.988676344746471,0.035357075823134854,0.857074229122619,9218.31463115279,23.320311546991434,7.833356177144534,3,2531.3
2020,30.214145827720728,0.20343235313460145,27.725024689568414,189705.1568360322,139.67688582880908,155.24742322776203,8.690393084255513,0.03358869246135509,0.8146608810889102,9137.500759198485,22.573733808405105,7.66102833402213,3,2582.8
2021,32.66684126007646,0.20296723388823068,28.000865406460232,193355.4530846421,140.8922907211043,155.5058671612989,9.099833199287698,0.036922671378331294,0.8795735038520497,9215.276060958895,24.594389370600872,7.781856403016166,3,2530.0
2022,30.57765300314434,0.21107742076055974,27.3395948515998,189356.36747724065,144.30981480965468,154.13849208225147,9.193286214317128,0.0347071020293807,0.7778083295349436,8335.883812824655,25.302859236790436,7.786201864426218,3,2504.4
1984,8.67403317446103,0.1466217522929186,20.968143774403465,216813.28558969297,108.35484300930457,151.1950786283763,6.046886295028948,0.030577643338241683,1.2699400932787592,8869.043463974609,20.172302497644772,3.8376308683711833,6,148.5
1985,9.47296722469297,0.13998468386237833,20.78456438250012,213106.12441992608,100.68842324689405,158.28285866732682,6.046886295028948,0.030143787073632924,1.188420647275388,9743.178905342787,15.848748167548077,4.587416741045203,6,181.6
1986,10.73545027745573,0.14599618196753336,20.718911661042107,211958.8134875947,102.82960235864526,156.3298542826867,6.046886295028948,0.03217270493061956,1.2300457637421074,8348.692189875585,18.281734817277588,4.68139367848568,6,409.1
1987,11.534035547095499,0.12405899451567559,21.353911101818085,215561.57465612786,95.6973205047024,155.94156331401308,6.046886295028948,0.02581835016649648,1.4123796717115227,9763.677310589606,13.868802674629073,4.555879376392352,6,606.5
1988,15.260377160479058,0.16437035480087853,19.95905613899231,209023.02628435986,130.36239619361535,147.95287487177478,6.046886295028948,0.029324418909020947,1.359171298047941,9437.380186988137,18.92774771158383,4.541311539553095,6,232.2
1989,13.366366010391154,0.16668425133071194,20.161051048172844,212856.85432442612,123.85092558215226,157.57511583191388,6.046886295028948,0.026597650562320087,1.3996262640335464,9274.436318079213,15.917557652353603,5.1040993623475295,6,377.9
1990,9.500132109618242,0.1425949607212606,20.697136031256782,215242.97318794622,112.31432931997878,160.50923321006428,6.046886295028948,0.026833505095479316,1.3987260411305122,8491.950518142356,15.398869372010758,5.503200270981488,6,289.9
1991,13.138383410712171,0.15676556852076887,20.136709882153404,213566.11915157558,126.44760562242959,155.03316535242078,6.046886295028948,0.03045491048325064,1.3921795551298088,9117.50337870238,17.273407112772873,5.240611277152558,6,396.2
1992,8.763857859733813,0.1210834215147771,21.53621260325114,221912.5882121437,104.97827168965556,158.65976465271638,6.046886295028948,0.025438128402568375,1.375379561563215,9253.701197741906,15.768739258757904,4.715844066538954,6,189.9
