koppen_class,year,y_true,y_pred,NRMSE,rRMSE,NMAE,nME
11,1987,"[1744.7, 1442.6]","[1721.096647443514, 1406.7049739338768]",0.019061516581217717,1.9061516581217717,0.0186673292826559,0.0186673292826559
11,1988,"[1344.0, 2687.4]","[1239.809490408003, 1721.0966331664242]",0.34094363319354276,34.09436331935428,0.26553898805019915,0.26553898805019915
11,1989,"[1807.8, 1443.8]","[2552.002096336147, 1239.811723888852]",0.33561378829560173,33.56137882956018,0.2916073233015424,-0.16613784605271226
11,1990,"[1815.3, 1431.6]","[1433.0325364431985, 2687.372890066787]",0.5717426172019374,57.17426172019374,0.504493625804179,-0.2690275113215639
11,1991,"[1714.0, 2006.5]","[1721.098451341725, 1562.9753181750557]",0.16861146303515767,16.861146303515767,0.12111897141961277,0.11730311261476128
11,1992,"[1826.6, 731.1]","[1422.288099524425, 1467.3177569605175]",0.4644181602091654,46.44181602091654,0.44592002871176933,-0.12976731300971286
11,1993,"[2522.8, 1753.6]","[2687.372156012781, 1344.0079362509566]",0.14597769289487011,14.597769289487012,0.13426345051020114,0.05729583475265702
11,1994,"[1988.2, 1502.5]","[2006.4916552053758, 731.1255072008819]",0.3126006058185915,31.26006058185915,0.22621999828243444,0.2157397764327334
11,1995,"[1418.5, 1730.4]","[731.1256352252409, 1406.7076659318136]",0.34122587288545436,34.12258728854544,0.3210856803464529,0.3210856803464529
11,1996,"[2089.2, 2086.4]","[1406.707394341629, 1431.6067573754738]",0.3203306561077747,32.03306561077747,0.32026196194149276,0.32026196194149276
11,1997,"[1479.4, 2060.5]","[2522.7786658797118, 2086.7384857054512]",0.4169684907170501,41.69684907170501,0.30216027333686346,-0.30216027333686346
11,1998,"[2368.5, 1250.3]","[1753.599122680941, 1502.5058166614865]",0.2597284095553977,25.972840955539773,0.23961166518750565,0.10022522953950823
11,1999,"[1375.9, 2359.7]","[1721.1001415952196, 1815.297712751764]",0.24403913384790263,24.40391338479026,0.23814177878880377,0.05332534148544177
11,2000,"[1772.0, 2387.8]","[1988.1932557914395, 1988.1932557914395]",0.15446275319776123,15.446275319776124,0.14803596326746482,0.04409190067241724
11,2001,"[2550.0, 1378.0]","[2025.8125592879514, 1479.379111714617]",0.19222248689856586,19.222248689856585,0.15925828727766436,0.10763959495861292
11,2002,"[1670.9, 2761.0]","[2687.3637777326567, 2024.3272967408063]",0.40057823177777585,40.057823177777585,0.3955722107881158,-0.0631311795106981
11,2003,"[2771.0, 1725.6]","[2703.184857656335, 1712.5800335095034]",0.021717892344920456,2.1717892344920458,0.017976940095663665,0.017976940095663665
11,2004,"[1923.9, 3014.8]","[1420.4078912016762, 2765.1320690902257]",0.16092918179535926,16.092918179535925,0.15250167852027827,0.15250167852027827
11,2005,"[4332.1, 1859.4]","[2773.606922199205, 1665.2223906578029]",0.3587310582513449,35.87310582513449,0.2830769098187826,0.2830769098187826
11,2006,"[2301.3, 3953.3]","[1915.2900938457533, 4332.035559612982]",0.1222748156866611,12.22748156866611,0.1222692843294901,0.0011630394495675189
11,2007,"[4363.6, 2334.2]","[1777.6292177077682, 2297.163435165445]",0.5460733393080546,54.60733393080546,0.3916222262723262,0.3916222262723262
11,2008,"[2244.2, 4832.8]","[2506.7042088839744, 4363.162502252557]",0.1075142331589384,10.75142331589384,0.10345368187528868,0.029268516159879725
11,2009,"[5464.3, 2069.2]","[2053.1115358186344, 2258.662400035194]",0.6413465398902822,64.13465398902822,0.4779519299418013,0.4276532905218254
11,2010,"[2587.1, 4798.6]","[5338.664735385482, 5295.959316602466]",0.5354073818474846,53.54073818474846,0.43989385596327335,-0.43989385596327335
11,2011,"[5168.4, 2741.4]","[4435.790130632693, 2123.3151665828414]",0.17137491223715656,17.137491223715656,0.17076218144383745,0.17076218144383745
11,2012,"[2654.5, 5718.5]","[1888.9493802685288, 5361.086050911997]",0.14270065800904513,14.270065800904513,0.13411734967388925,0.13411734967388925
11,2013,"[5726.0, 2538.2]","[4847.446780761395, 2012.5546500945468]",0.17519742546673547,17.519742546673548,0.16991343011350865,0.16991343011350865
11,2014,"[2780.2, 5803.3]","[2529.4086599201887, 4901.445661434533]",0.1542273921487763,15.422739214877629,0.13428620943033479,0.13428620943033479
11,2015,"[5968.9, 3031.0]","[2623.912469159928, 2708.53588243494]",0.5280566665873441,52.80566665873441,0.40749915536896314,0.40749915536896314
11,2016,"[5995.8, 2481.6]","[5803.182138224698, 2588.8894484314574]",0.036781297364221845,3.6781297364221843,0.03537727489640215,0.010065398983632325
11,2017,"[2515.1, 5755.7]","[2401.7505375828996, 5546.845262216954]",0.04063218976683433,4.063218976683433,0.038956836122279084,0.038956836122279084
11,2018,"[5927.3, 2205.2]","[4235.335360759799, 2472.9213340334486]",0.29788730324232887,29.788730324232887,0.2409696862310052,0.17512982541736885
11,2019,"[2381.4, 5230.2]","[1568.0746077790714, 4336.2902488436275]",0.22454358395012347,22.454358395012346,0.22429385981624111,0.22429385981624111
