koppen_class,year,y_true,y_pred,NRMSE,rRMSE,NMAE,nME
5,1987,"[1884.7, 2770.1]","[1781.910069934403, 2856.481502641491]",0.04079266984885684,4.079266984885685,0.0406400774914256,0.0035250553029359142
5,1988,"[3007.5, 1834.4]","[2770.0850061314172, 1807.135963056144]",0.06979948962999388,6.979948962999388,0.05466429104534148,0.05466429104534148
5,1989,"[1894.7, 3267.7]","[1834.4109499135052, 2874.9441270746265]",0.10885373456179288,10.885373456179288,0.08775858573761587,0.08775858573761587
5,1990,"[2948.1, 1894.7]","[3007.4812514161654, 2306.7999118141674]",0.1215859749406836,12.15859749406836,0.09735714116427126,-0.09735714116427126
5,1991,"[1897.2, 3405.7]","[1617.7185720415796, 2914.03171267733]",0.1508249154181404,15.082491541814038,0.14542037663940308,0.14542037663940308
5,1992,"[3378.7, 1662.5, 2180.9]","[3007.482810459657, 1617.719676664284, 2305.4683667246004]",0.09451864160755262,9.451864160755262,0.07484885000216826,0.04035241081561578
5,1993,"[1358.5, 2327.2, 3350.0]","[1662.518732775786, 2180.9048656931554, 2948.084683095143]",0.12918382508950804,12.918382508950804,0.12112926702211396,0.0347075228386536
5,1994,"[3515.7, 2023.7, 1515.0]","[3267.6759659887557, 1845.7883727829217, 1824.5723455599757]",0.10674203438045454,10.674203438045454,0.10426230533968844,0.016495140007420445
5,1995,"[2167.5, 2142.1, 3550.0]","[1834.4140675308001, 1825.2972698291585, 3515.6693366099908]",0.10158467794738417,10.158467794738417,0.08705523513029295,0.08705523513029295
5,1996,"[3327.8, 2063.5, 1934.4]","[3549.969205093913, 2142.106698540431, 2023.7096969297804]",0.05958645738462559,5.958645738462559,0.05324891826912431,-0.05324891826912431
5,1997,"[2199.4, 2242.6, 4017.4]","[2063.5088204407552, 1934.41227393108, 3347.2574698381522]",0.1535665581425158,15.35665581425158,0.13171400285954235,0.13171400285954235
5,1998,"[4384.6, 2608.8, 2633.4]","[3007.4847407108286, 1932.6553148710277, 2199.406107323396]",0.28685589781924337,28.685589781924335,0.25836766496600616,0.25836766496600616
5,1999,"[2302.8, 2646.0, 3534.2]","[4384.5499317139065, 2633.395420671086, 4384.5499317139065]",0.45915034749962663,45.915034749962665,0.3471300769488067,-0.3441583501236472
5,2000,"[3812.0, 2717.4, 2487.3]","[3534.1730339193696, 2634.21422839682, 2467.9126713453584]",0.05583404868397399,5.583404868397399,0.04218839113405705,0.04218839113405705
5,2001,"[3150.9, 2493.4, 4299.9]","[2717.369379060515, 2608.794959653133, 3717.915801567594]",0.12798991628592743,12.798991628592743,0.11372556656392911,0.0905170712293355
5,2002,"[4272.2, 2239.8, 4041.0]","[3811.968204452777, 2493.41770780068, 2633.383593824984]",0.24660416936489404,24.660416936489405,0.20102965123878694,0.15296413284578403
5,2003,"[2036.1, 3731.5, 4323.0]","[2599.0004691238696, 4040.6579818902364, 4328.360621833689]",0.11023939880048893,11.023939880048893,0.0869541031105975,-0.0869541031105975
5,2004,"[3745.7, 4571.0, 2544.1]","[3150.2596212856242, 3534.4656086069463, 4374.926528987918]",0.34870057824379713,34.870057824379714,0.31883482792200823,-0.01830912629645039
5,2005,"[4413.0, 2635.6, 4207.3]","[2502.654869972653, 2459.412682838471, 3838.2247627799816]",0.3006236241848914,30.06236241848914,0.21816182485708774,0.21816182485708774
5,2006,"[4210.8, 2530.2, 4460.1]","[4199.535768725635, 2097.811000712062, 4570.738783808116]",0.06903736131728384,6.903736131728384,0.049485498243067076,0.02973051278483253
5,2007,"[2623.4, 4785.9, 4478.6]","[2402.4261954338444, 4165.439208776118, 2745.4788128125533]",0.27013289530739315,27.013289530739314,0.2165694347174425,0.2165694347174425
5,2008,"[2827.1, 4477.1, 4574.8]","[2664.562682585131, 4409.566236953437, 2992.6386141876305]",0.23211455497163697,23.211455497163698,0.1525576619474537,0.1525576619474537
5,2009,"[1962.8, 4901.3, 4080.9]","[2690.177786139155, 2439.6351321739085, 4350.084740796385]",0.40843732849423653,40.84373284942365,0.31596412926099876,0.13386042401923726
5,2010,"[5765.8, 4600.0, 2711.3]","[4538.203348444001, 3715.2425642686535, 2602.3003194999974]",0.20094200392706602,20.0942003927066,0.16986593111525863,0.16986593111525863
5,2011,"[5806.0, 4556.0, 3506.3]","[4551.9781375250495, 4509.459801918974, 2667.2505329317046]",0.18853190966036207,18.853190966036205,0.1542807357516258,0.1542807357516258
5,2012,"[3219.9, 4709.5, 4946.8]","[3004.2169438902424, 4581.112876266429, 5757.732947677074]",0.11418905164855227,11.418905164855227,0.08970062033211676,-0.03625780648279347
5,2013,"[5814.3, 4739.3, 2658.1]","[4163.81227536299, 4511.733732296929, 3489.9300716697603]",0.24413569778888425,24.413569778888426,0.2051124430625765,0.07918919750450899
5,2014,"[5329.0, 4782.1, 2661.9]","[4958.437348222837, 4683.337108422093, 3317.235489307324]",0.10296288459492982,10.296288459492981,0.08804987337840718,-0.014562745318425786
5,2015,"[5632.6, 4817.5, 2810.0]","[4599.837908621731, 4881.821271940051, 3272.9947972470827]",0.14807512629404798,14.807512629404798,0.11765206601499255,0.03811781375639217
5,2016,"[2862.3, 6070.6, 4802.3]","[2796.3302460221316, 5031.815243191526, 4808.924454025211]",0.13126048890031655,13.126048890031655,0.0809146546691387,0.07995005946481536
5,2017,"[4316.5, 3304.7, 5996.6]","[4773.484175806124, 2673.7511615693793, 5185.237466527638]",0.14306722571145525,14.306722571145524,0.1394715407561505,0.07235582811444277
5,2018,"[6213.7, 3180.6, 4126.0]","[5632.843575636603, 2741.16785486836, 4018.119797204678]",0.09432508270721023,9.432508270721023,0.08344258428365928,0.08344258428365928
5,2019,"[3216.0, 4649.3, 6286.0]","[3318.213897603168, 4772.82079714359, 4120.02907668715]",0.265829667008919,26.5829667008919,0.16900960463417553,0.13710657173306282
5,2020,"[2938.7, 4555.6, 6003.8]","[3086.821790749123, 4572.131630107753, 5223.010522097645]",0.10199842320028873,10.199842320028873,0.0700426651720784,0.04564613219975251
5,2021,"[5982.1, 2759.5, 4824.5]","[5959.641194149013, 3190.0481250326397, 4419.113961447493]",0.07555658476827433,7.555658476827433,0.0632748519792817,-0.00019926733763910522
5,2022,"[5891.7, 4987.8, 3382.5]","[6165.56998516121, 4595.972376400857, 2805.6600350587046]",0.09098487554739135,9.098487554739135,0.0871222530992602,0.04871670196180261
29,1995,"[1717.5, 888.2]","[1826.4940502470824, 840.9202535741038]",0.06448106724727497,6.448106724727497,0.059973825334067137,-0.023684347323631328
29,1996,"[856.6, 2135.3]","[842.1326508203524, 1815.751541135181]",0.1511991316888882,15.119913168888822,0.11164003076455321,0.11164003076455321
29,1997,"[2317.4, 1268.7]","[1717.4947875916491, 888.2168271657084]",0.2801491676985994,28.014916769859937,0.273385679496568,0.273385679496568
29,1998,"[1144.8, 2357.8]","[1268.7078627066996, 2733.4690043979626]",0.15971818702065038,15.971818702065038,0.14263029381164338,-0.14263029381164338
29,1999,"[2297.7, 1148.6]","[2135.285643252703, 1144.8119523179464]",0.06666600424012555,6.666600424012555,0.0482263309721587,0.0482263309721587
29,2000,"[1183.9, 2342.0]","[1268.708995993157, 2135.2860755387674]",0.08961821064157208,8.961821064157208,0.08268042782109236,0.03457413099295944
29,2001,"[2488.3, 1309.8]","[1084.430491566348, 1223.6593225828997]",0.5237106006998735,52.37106006998735,0.3923040956927812,0.3923040956927812
29,2002,"[1789.8, 2301.7]","[1822.5679382313976, 2297.682842446305]",0.01141092506937499,1.141092506937499,0.008990613658827418,-0.007026953605695468
29,2003,"[2364.9, 1971.6]","[2455.479646845652, 1148.4754292597322]",0.2700567189697818,27.00567189697818,0.21070084574793488,0.16892538311878605
29,2004,"[1989.7, 2434.4]","[1789.7984378778535, 2331.0583630083756]",0.07193453859372922,7.193453859372923,0.06854347756917134,0.06854347756917134
29,2005,"[2241.0, 1960.3]","[2355.6478821633527, 1144.8165566334649]",0.27720212228546887,27.720212228546888,0.22139131352911903,0.16681397691266567
29,2006,"[1996.7, 2068.4]","[1961.9915195250546, 1826.4990352518516]",0.0850171241958734,8.50171241958734,0.06804493006890208,0.06804493006890208
29,2007,"[1998.5, 2350.0]","[2309.8135203201, 1971.5955859610965]",0.15935916206106043,15.935916206106043,0.15861054026882915,0.015428514135633781
29,2008,"[1940.2, 1986.6]","[2349.986170309038, 2349.986170309038]",0.19725052947307561,19.72505294730756,0.1968962872104705,-0.1968962872104705
29,2009,"[3034.3, 2628.5]","[2002.1007978102523, 2358.361615821334]",0.2664606689949826,26.646066899498262,0.22998120830126684,0.22998120830126684
29,2010,"[2167.4, 3015.9]","[2733.454960793462, 3034.2697196943886]",0.1545239566611404,15.452395666114041,0.11275146730612742,-0.11275146730612742
29,2011,"[2335.9, 2144.5]","[2349.9888242907996, 2628.4814269422695]",0.15283078335067668,15.283078335067668,0.1111664697868648,-0.1111664697868648
29,2012,"[1675.1, 2675.8]","[1942.023709784837, 2341.479112541957]",0.1390540543936631,13.90540543936631,0.13818855805531735,0.015490399152636516
29,2013,"[2973.5, 2365.4]","[2733.4793426933666, 2627.2032020710285]",0.09408237496157364,9.408237496157364,0.09399386753407292,-0.004079968676018463
29,2014,"[1689.3, 2968.0]","[1675.2427610453187, 2675.7817857511195]",0.08883620347402672,8.883620347402672,0.06576244888745876,0.06576244888745876
29,2015,"[3032.0, 2370.1]","[2990.8241941989527, 2331.5866292824335]",0.014759749064441623,1.4759749064441623,0.014751518209328547,0.014751518209328547
29,2016,"[2446.1, 3082.8]","[2302.7002688392454, 3015.785985231743]",0.04048721732032731,4.048721732032731,0.03805707209915388,0.03805707209915388
29,2017,"[3147.1, 2405.3]","[2336.8207516591647, 2360.920705812527]",0.20668996447816979,20.66899644781698,0.15392596760469499,0.15392596760469499
29,2018,"[2426.8, 3048.3]","[2362.8773947230743, 3120.406491037351]",0.024889966671390252,2.488996667139025,0.024845043252959133,-0.001494746353568848
29,2019,"[3170.5, 2509.3]","[2683.935812455209, 2092.316064662869]",0.15955196903693145,15.955196903693144,0.15908097518960565,0.15908097518960565
29,2020,"[2546.5, 3152.0]","[2426.8678406253907, 3014.8855219148445]",0.0451594541847467,4.5159454184746695,0.04505512634197855,0.04505512634197855
29,2021,"[3101.0, 1453.1]","[3066.041396589264, 1947.6484409827292]",0.15395847760509795,15.395847760509795,0.11627040345918299,-0.10091781857490903
29,2022,"[2542.3, 2800.0]","[2423.4432201137515, 2687.7937066164013]",0.04326952081073639,4.326952081073639,0.04325160946967548,0.04325160946967548
4,1987,"[1060.8, 1559.3, 1400.5, 4715.8, 840.8]","[820.8916781452815, 1612.3036726872738, 1335.9109898440845, 3710.244323058174, 820.8916781452815]",0.24219649622073625,24.219649622073625,0.1444018088266354,0.13333308880673944
4,1988,"[892.5, 4751.0, 1247.0, 1735.2, 1734.3]","[1400.5103565546683, 3758.947711500151, 790.4265860768044, 835.5253637442377, 1780.6984272605039]",0.324636502645283,32.4636502645283,0.2801842782330096,0.17315555548876785
4,1989,"[1493.4, 1865.5, 754.0, 4941.6, 837.4]","[892.5253456303858, 1880.5990758989478, 1335.9135927195666, 3870.7805873226343, 840.8267066475012]",0.30717644107211306,30.717644107211306,0.2296963619034762,0.1082961505657118
4,1990,"[1012.9, 5196.7, 1272.1, 1824.9, 1329.0]","[1865.5000841998312, 3705.3365227308095, 1493.4099921100774, 1734.3036178820303, 1070.4079560795808]",0.36868544156796007,36.868544156796005,0.27402891981810973,0.07208261188815587
4,1991,"[1841.0, 1869.9, 1700.6, 4816.3, 805.6]","[1874.245433356454, 1712.7863392819131, 1166.1523168253193, 4749.8383418205585, 837.5256391075845]",0.11408008020603974,11.408008020603974,0.07460928404084397,0.06279586796528457
4,1992,"[599.9, 5254.6, 1703.0, 701.1, 1991.0]","[919.4908586995062, 4717.857311842593, 1169.781011018903, 1246.43102568239, 1734.0050736690011]",0.22226639198272272,22.22663919827227,0.2138501490644903,0.04507831711360511
4,1993,"[680.8, 5297.0, 1370.0, 1946.6, 589.7]","[1507.8344028329686, 4718.393204428922, 1267.094195109084, 1547.1600496257763, 811.5380323520968]",0.2517272573254487,25.17272573254487,0.21547991076792852,0.003245628398250919
4,1994,"[743.1, 5002.6, 1069.4, 1893.5, 1811.1]","[600.4913901636996, 3802.4776866782454, 1276.9980976016489, 704.5943267215362, 1087.594942280712]",0.39427935972870415,39.427935972870415,0.329167157975746,0.28969871351408866
4,1995,"[2081.1, 5422.1, 554.3, 805.2, 1278.0]","[1884.6802808692207, 5222.273525524204, 701.3520465409936, 743.3619187966298, 1246.0153084614144]",0.07144563946657467,7.144563946657467,0.06282810978428756,0.03382576348847098
4,1996,"[866.7, 5638.4, 1615.1, 1841.5, 2018.4]","[738.5072886252348, 4902.109226451439, 1211.0787081925114, 1223.6522836591175, 1790.203524328471]",0.2006450021377421,20.06450021377421,0.1765051183832544,0.1765051183832544
4,1997,"[1106.1, 5599.4, 756.6, 929.2, 2053.3]","[1143.6152024728892, 5285.42098776237, 790.4735604365525, 1396.3765709004153, 2000.2878293525182]",0.12152264576682155,12.152264576682155,0.08670092839313795,-0.016427067664127416
4,1998,"[1418.4, 807.1, 2237.6, 1424.8, 5989.6]","[1263.757381977485, 789.6369799167732, 2028.8096378330924, 1401.109200587066, 5079.147440487748]",0.17833158580129385,17.833158580129385,0.1107168477539748,0.1107168477539748
4,1999,"[6346.7, 1418.4, 800.4, 615.4, 2169.8]","[5593.539934458309, 1166.5132211723424, 1484.351206888763, 878.2182243475378, 1984.9067792407343]",0.21595763189314574,21.595763189314575,0.1882447334847115,0.021423404185848736
4,2000,"[475.8, 2490.7, 1172.7, 6342.2, 320.0]","[1251.1870399276427, 796.3768371886536, 1414.1173687652529, 5966.293837762284, 717.1296495419115]",0.40509990533123236,40.509990533123236,0.3225659065754319,0.060760203937846494
4,2001,"[1228.0, 740.5, 2000.0, 2325.4, 6358.0]","[519.0141734965368, 837.7574715464877, 1115.28440179291, 2348.338177314674, 6252.696354318189]",0.20201180511624894,20.201180511624894,0.1437887368105601,0.12478832598512495
4,2002,"[1570.3, 1279.3, 2262.1, 1414.4, 6434.5]","[761.0595753082405, 1081.4462826872675, 2419.933126280241, 1639.564592096486, 5445.587885720505]",0.228074980887601,22.8074980887601,0.18355662350976912,0.12445477353727911
4,2003,"[6500.1, 2387.8, 1359.0, 1722.0, 2141.2]","[6002.795569464983, 2255.9742352916314, 548.5548685405615, 1860.075538831113, 1579.4439058667863]",0.17761307630912865,17.761307630912864,0.15162238110765702,0.13205121735529338
4,2004,"[1189.8, 2373.3, 1663.4, 6556.7, 1808.2]","[794.9807336362212, 2275.542843626589, 2026.7709715247352, 6175.745746885779, 1366.5983632252385]",0.13137120450097606,13.137120450097605,0.12349745310644283,0.07002673316225239
4,2005,"[1691.8, 1026.1, 873.8, 6492.9, 2585.8]","[1490.697220632321, 749.5061231215075, 1062.6811805512011, 6526.404798059181, 2259.0978341019463]",0.09007026338232882,9.007026338232881,0.08103807304857055,0.04593484369347792
4,2006,"[1378.3, 2036.5, 1494.1, 2518.6, 6430.3]","[864.7135155157267, 1086.5059266968867, 1498.9124408459872, 2485.0167399678858, 6434.658464982038]",0.17434363711321493,17.43436371132149,0.10869941286838646,0.10737583974306714
4,2007,"[6467.3, 2715.6, 1403.1, 615.4, 1876.2]","[6183.030164902628, 2301.0950551746105, 892.1976175878117, 1119.8378672609592, 1541.6244223786528]",0.16040170337022053,16.040170337022055,0.15665646657010893,0.07951113910009008
4,2008,"[1367.8, 1717.4, 2451.4, 1318.9, 6503.1]","[711.0107746945605, 1737.9530057853735, 2573.9959377478663, 967.2745640927989, 6475.2678949486335]",0.12651240576190984,12.651240576190984,0.0882873736617046,0.06685564525704549
4,2009,"[1875.6, 2139.8, 6382.9, 2103.8, 2656.8]","[1361.2677475290711, 1334.7214487747906, 6440.21431454901, 1803.4182036878076, 2515.730898550397]",0.14942145428496575,14.942145428496575,0.11994115773617774,0.11237935383892789
4,2010,"[2552.8, 1892.3, 1709.5, 5574.1, 1987.2]","[2562.3974162559534, 1528.2262486299783, 2179.7030486826916, 6485.079148134428, 1757.005194062443]",0.18129100489723082,18.129100489723083,0.14472606029357538,-0.05807209557998333
4,2011,"[1948.8, 2832.8, 1955.2, 6542.8, 2079.1]","[2020.2410383189322, 2607.7625236530585, 1186.611138877222, 6368.7470978755155, 1887.547906559944]",0.12297468171009848,12.297468171009848,0.09315061635120112,0.08384761045630998
4,2012,"[2418.1, 2713.8, 2020.3, 6582.3, 1234.2]","[1824.273954159376, 2658.7587594925203, 2055.286390699335, 5645.217498651519, 1910.7827418567456]",0.19435691392648266,19.435691392648266,0.15348820674157843,0.058413934085157986
4,2013,"[2164.0, 2795.7, 6668.2, 2306.8, 1461.4]","[1660.978439577729, 2686.890407799257, 6500.446761471454, 2050.953309252432, 1893.7482585147454]",0.10725793268214755,10.725793268214755,0.09533448993016887,0.03917114226228606
4,2014,"[2824.1, 2093.0, 1713.2, 6175.2, 2396.4]","[2627.1675945139286, 2063.292005696702, 1788.9210161064457, 6564.242477713805, 2215.3285050275867]",0.07047188516682654,7.047188516682653,0.057392522551920046,-0.003752925559204303
4,2015,"[2725.6, 1398.5, 2861.7, 6591.9, 2466.4]","[2811.125613527631, 1827.867778599445, 2377.8905089459854, 6313.610091372589, 1499.884490366316]",0.16708961772390496,16.708961772390495,0.139833851786151,0.07564908702813082
4,2016,"[6631.1, 2779.0, 1131.5, 3318.1, 1822.7]","[6385.36038060798, 2749.6006747351585, 1750.6421668261264, 2484.410812682021, 1496.770022478295]",0.15914999469710436,15.914999469710436,0.1309684918330531,0.05200836241075468
4,2017,"[2095.3, 2839.2, 1636.0, 2972.9, 6859.7]","[1687.8877352055104, 2870.8311402753457, 1859.247573168144, 2814.9495006668717, 6534.442639071061]",0.0803669307969093,8.03669307969093,0.06983428976840027,0.03875739412751655
4,2018,"[2850.5, 1734.5, 2575.2, 6294.2, 2778.9]","[2843.868188414447, 1856.3735257869466, 1861.3653838287998, 6601.117079252834, 2604.840376415164]",0.11096459243878683,11.096459243878682,0.08151864724864134,0.028690127472652417
4,2019,"[1606.3, 2805.9, 2814.4, 6500.3, 2262.8]","[1637.8483476899064, 2903.0821066313783, 2387.104070369635, 6540.90557071615, 1955.955729476643]",0.0751555561537175,7.515555615371749,0.056503638291597505,0.03532300012609919
4,2020,"[2944.5, 1719.5, 900.4, 6366.3, 2867.5]","[2889.605186597997, 1711.573195563897, 1800.6012448948961, 6446.531368682438, 2826.504429933374]",0.13696032112127243,13.696032112127243,0.07326903282034748,-0.05923797662368411
4,2021,"[2633.5, 2995.6, 6850.5, 2659.7, 1952.5]","[2024.0950819280004, 2941.105111625295, 6395.7652745809655, 2494.595942221368, 1781.1939048135919]",0.10447601344090161,10.447601344090161,0.08513115557347843,0.08513115557347843
4,2022,"[2771.4, 6782.0, 1111.4, 1960.3, 2919.6]","[2857.5293785785593, 6543.735639155625, 986.370856939895, 1628.687228113801, 2872.423115296285]",0.06303302425348123,6.303302425348123,0.0532794160757656,0.04219790551865491
7,1987,[1803.3],[1199.0457408573407],0.33508249273146967,33.508249273146966,0.33508249273146967,0.33508249273146967
7,1988,[1801.9],[1803.2857773868366],0.000769064535677052,0.0769064535677052,0.000769064535677052,-0.000769064535677052
7,1989,[1090.6],[1801.8886370113123],0.6521993737495988,65.21993737495988,0.6521993737495988,-0.6521993737495988
7,1990,[1093.4],[1208.0031364588299],0.1048135508129045,10.48135508129045,0.1048135508129045,-0.1048135508129045
7,1991,[1491.6],[913.3493146082318],0.3876714168622742,38.76714168622742,0.3876714168622742,0.3876714168622742
7,1992,"[1765.3, 2170.5, 1332.4]","[1127.8537702390695, 1803.2871141111486, 1803.2871141111486]",0.28716877215143705,28.716877215143704,0.2800854617821894,0.1013196161001164
7,1993,"[1685.5, 917.8, 1845.4]","[1093.4091574295853, 1332.4028092557057, 1801.890338679072]",0.2819306841874338,28.193068418743376,0.2360697087119941,0.04967691564628697
7,1994,"[1756.1, 1629.6, 749.0]","[1573.238426825284, 2170.4807835878532, 908.1038999730458]",0.2482895464768714,24.82895464768714,0.21352123654330785,-0.1250690764471868
7,1995,"[574.8, 1494.0, 1450.7]","[1332.4027466444452, 1789.022352467515, 1157.120469937047]",0.42539747461040206,42.53974746104021,0.38249882914474026,-0.21566858049410628
7,1996,"[2096.1, 1662.7, 683.5]","[1801.8892333138735, 1657.090409442364, 574.8217901850128]",0.12230820142179641,12.23082014217964,0.09195654662196374,0.09195654662196374
7,1997,"[1691.4, 844.9, 1757.5]","[1662.6931523789183, 574.822085145911, 2116.569689774376]",0.1816112284786139,18.161122847861392,0.1532103153965128,-0.014039994247334592
7,1998,"[2529.5, 520.0, 1576.4]","[1803.289590684919, 844.9150227158694, 1604.8096173735937]",0.29807548833040254,29.807548833040254,0.23336757158705204,0.08060826417034914
7,1999,"[1286.8, 1999.2, 2413.7]","[1459.6238595877214, 2170.48015231573, 1845.388811839734]",0.18786422095558067,18.786422095558066,0.16008126744630718,0.03933666267642413
7,2000,"[2599.7, 2322.3, 902.8]","[1756.0926979947355, 1576.3971437468892, 1310.792599207069]",0.35614777508732964,35.61477750873296,0.34293070276497806,0.2028425970078468
7,2001,"[2615.4, 1180.3, 2570.8]","[2413.6757741354927, 1286.8065992615248, 1491.59970702901]",0.30009126189505764,30.009126189505764,0.2179268229163626,0.18446837659215784
7,2002,"[2590.6, 1089.5, 2602.8]","[1187.127886468436, 1186.654502129574, 2600.98745107939]",0.3878311749848627,38.78311749848627,0.23913147823166822,0.20820483539808052
7,2003,"[1025.0, 2559.9, 2068.0]","[683.5241130142955, 2323.691443805413, 682.7680360326099]",0.4430922517958032,44.30922517958032,0.3472406034332257,0.3472406034332257
7,2004,"[2574.8, 2032.5, 843.2]","[2611.0450422607723, 2417.446616110811, 691.0817420981667]",0.13203587076863335,13.203587076863336,0.10518483006575849,-0.04936673708279058
7,2005,"[2366.5, 948.0, 2581.8]","[2434.3897104857588, 684.1846368808979, 2602.753134538705]",0.08025757790468022,8.025757790468022,0.059810085671279586,0.029674968725240985
7,2006,"[2605.0, 1134.8, 2751.6]","[2170.0983729390055, 1328.6579274903727, 2540.9380257272737]",0.138926803935557,13.8926803935557,0.12931286453216465,0.06958524722607574
7,2007,"[1298.3, 3014.2, 2672.2]","[2151.0618860548934, 2067.682530585771, 2577.9647837904604]",0.3167889884119486,31.678898841194858,0.27109461704563714,0.02691465625851859
7,2008,"[2725.1, 2847.6, 971.5]","[2197.8437583613145, 2677.53750920293, 1579.0578575592747]",0.21761683579996627,21.761683579996628,0.19939436294658325,0.013716095913401298
7,2009,"[3047.5, 1194.1, 2594.6]","[2846.0761552548825, 1301.877616423087, 2721.313119587861]",0.06618772452552896,6.6187724525528955,0.06376562721337373,-0.0048370280661523156
7,2010,"[1938.1, 2562.3, 733.6]","[2596.0036290280273, 2885.146805502348, 949.8914968999673]",0.2528583355314043,25.28583355314043,0.2287049926309404,-0.2287049926309404
7,2011,"[3315.7, 2437.6, 1660.9]","[2927.4926321072235, 2601.3215845062055, 1203.4560327055829]",0.1452846546588203,14.528465465882029,0.13614050331706715,0.09197617419020099
7,2012,"[792.9, 2614.4, 3747.6]","[975.0880328570023, 2528.2731334104265, 3041.6069777358493]",0.1777322060429388,17.77322060429388,0.13617352048396575,0.08524673384627625
7,2013,"[1076.2, 2671.9, 3699.3]","[1502.1822578873212, 3048.8334636988066, 3527.4348993839576]",0.13819453394671333,13.819453394671333,0.13088874267558748,-0.08473435305879704
7,2014,"[3672.1, 2328.5, 1090.1]","[2750.638539290267, 2654.0779022853485, 1250.314121105614]",0.24190957394968893,24.190957394968894,0.19846467684441524,0.0614423734354535
7,2015,"[2986.6, 3038.5, 1188.2]","[3563.496470107569, 2639.6202911252435, 1189.7053488136155]",0.1684117819974397,16.84117819974397,0.13548327780571182,-0.024887653368975117
7,2016,"[1211.1, 3047.5, 3757.1]","[1117.3164945137446, 2261.409395876472, 3628.018471560625]",0.17332383582151156,17.332383582151156,0.12587243011204988,0.12587243011204988
7,2017,"[3122.5, 1242.7, 2968.7]","[3148.826154162478, 976.3586727585163, 2493.710328915971]",0.12876078664876034,12.876078664876033,0.10467243246948972,0.09749312700787233
7,2018,"[2938.3, 3711.1, 1228.1]","[2360.782120865705, 3335.809788205815, 1350.922006342145]",0.1538255763511069,15.382557635110691,0.13654460136726437,0.10536161022993776
7,2019,"[2842.6, 1013.7, 3155.5]","[3572.0914038022333, 1174.8312720580013, 3294.380977445464]",0.1877037080077325,18.77037080077325,0.1468244464054449,-0.1468244464054449
7,2020,"[1182.5, 4158.5, 3090.8]","[1028.2467819854223, 3174.644955841937, 3141.4618423160514]",0.204835824056011,20.4835824056011,0.1409865158671567,0.12896966482323932
7,2021,"[3210.1, 928.8, 4364.9]","[3049.430325071089, 783.5319458175807, 2888.9675339926994]",0.3038374534616307,30.38374534616307,0.2095381117992698,0.2095381117992698
7,2022,"[3111.3, 3684.9, 1272.7]","[3176.8419453635843, 3057.1647157378084, 758.7310247533]",0.1747201466480709,17.47201466480709,0.14961719749562838,0.1333716261380495
14,1987,[1842.5],[1162.704034545024],0.3689530341682367,36.89530341682367,0.3689530341682367,0.3689530341682367
