year,y_true,y_pred,R2,NRMSE,rRMSE,NMAE,nME
1987,"[2239.9, 2227.2, 1983.6, 5826.5, 2829.9, 4685.6, 4225.3, 2622.9, 1282.5, 1324.8, 3131.8, 2130.5, 4039.1, 2014.7, 2095.0, 5350.1, 1709.7, 2476.5]","[2170.6066580619718, 2124.181346968255, 1853.6013310585697, 5942.850920551822, 3142.15808733884, 4395.536005713961, 2731.903231041183, 2639.670271154702, 1697.852111944017, 1371.7387658321559, 3094.3828670704465, 1804.2386434124335, 3977.194182907534, 2043.24703509238, 2004.8904316129804, 4672.361560376911, 1708.96962601688, 2450.020640682166]",0.8976338258777844,0.14570787009797992,14.570787009797993,0.08128330102519421,0.04540988671770787
1988,"[2280.5, 1911.8, 1934.3, 6063.7, 3318.7, 4165.9, 4707.7, 2644.2, 1535.1, 1369.9, 3036.7, 2156.2, 4110.8, 2146.5, 2263.5, 4564.0, 1710.0, 2351.1]","[2196.7051574438105, 2172.6849141289617, 1978.9825115111137, 5449.935035205961, 3139.3601151051016, 4695.708936250852, 4291.737860286036, 2638.236133599593, 1303.0262864275253, 1276.9119606970346, 3127.828007357407, 2115.5313521390185, 4029.8234499302735, 2054.435211069069, 1762.5161847489194, 5350.0126323118975, 1716.6744335093786, 2473.847563788423]",0.9343573866151452,0.11220758598215816,11.220758598215816,0.07997842481635359,0.00950136892420639
1989,"[2556.2, 2355.2, 2076.8, 6482.5, 3124.7, 4034.2, 5644.5, 2704.6, 1511.1, 1435.8, 2991.6, 2587.3, 4247.0, 2085.3, 2365.7, 4074.8, 1710.3, 2292.5]","[2195.5863776218775, 2081.243740292007, 1870.913006635752, 5408.224635709147, 2764.1347240207037, 4664.468928003701, 2745.002960149897, 2661.6419861861114, 1329.9062303363928, 1340.2196268741343, 2835.2442719483593, 2054.066210108187, 4067.568309411118, 2066.573150715421, 1850.7966838864568, 5332.11941581001, 1714.8230479029507, 2346.5653268214724]",0.6156129002332824,0.27711645368864846,27.711645368864847,0.16292075373189374,0.0912120900213209
1990,"[2566.1, 2293.5, 2077.3, 7266.3, 3121.8, 3330.7, 4447.4, 2978.6, 1467.1, 1347.7, 3064.3, 2636.1, 4301.8, 1955.6, 2406.7, 4061.8, 1710.6, 2315.1]","[2246.704984181346, 2277.5408530020322, 2044.9328875847423, 5775.767756963524, 2674.8198832553308, 4583.500145893416, 5316.87987296683, 2574.101094697439, 1747.3640192474315, 1432.2428417534684, 3074.089652016788, 2187.79022576087, 4144.548095377397, 2149.850507086838, 2174.882122791448, 5604.460765921506, 2077.801114441078, 2352.621590492714]",0.763542484387898,0.22399123769892712,22.39912376989271,0.15343679027912577,-0.020457902535857598
1991,"[2659.2, 2197.7, 2054.6, 7455.4, 2692.1, 2812.7, 4776.7, 2824.3, 1526.5, 1396.2, 3021.5, 2623.7, 4346.5, 2253.4, 2048.1, 3995.9, 1711.0, 2319.9]","[2548.090213118304, 2305.864514578073, 2007.505245827779, 5799.017839782016, 2943.8028213616685, 3804.654367543336, 4334.4491877353385, 2801.9845130500985, 2202.9500075338988, 1371.7002065294664, 3073.050679697894, 2281.4158189610403, 4158.809355454495, 2032.5395518041992, 2256.229730448351, 4124.60233959302, 2342.051150160018, 2353.7772215313194]",0.8574049585804996,0.18236836425775438,18.236836425775437,0.11639996851365711,-0.0005139819618235992
1992,"[2689.3, 2655.5, 2086.9, 7651.1, 3325.4, 3987.0, 4755.7, 2854.5, 1729.8, 1317.8, 3054.4, 2716.9, 4344.6, 2174.5, 2410.0, 4096.0, 1711.3, 2368.6]","[2505.642607676646, 2248.46947005722, 1970.5273834439306, 6906.57503729081, 3051.0224396729222, 4738.520296382104, 4593.885226533894, 2765.066309593464, 1529.9094778570936, 1543.5421105400646, 3029.7152496500194, 2369.419072478186, 4335.430447419283, 2133.090705659728, 2060.7013917198387, 4364.378961561938, 1737.7850353676154, 2340.8099362852395]",0.9503503798691216,0.10320733810607796,10.320733810607797,0.07597201553592567,0.03048149790557014
1993,"[2718.5, 2266.8, 2078.2, 7718.4, 3480.4, 3286.0, 5171.7, 2874.2, 1460.1, 1306.9, 3135.0, 2745.3, 4375.0, 2049.7, 2123.7, 4120.2, 1711.6, 2739.7]","[2566.334655829457, 2653.379152307834, 2120.419549955532, 7087.582625489823, 3272.670707501127, 3759.1829131939203, 4541.0817966068835, 2832.3734746075925, 1479.2344776024036, 1467.6778361526153, 3043.28222184797, 2287.447798680933, 4260.829664221503, 2462.3412088535324, 2375.759140552287, 4105.515402705029, 1722.7337829011499, 2368.811147766294]",0.953923515169686,0.10473530620356121,10.47353062035612,0.08074576449046922,0.017245634019806437
1994,"[2532.8, 2581.2, 2069.4, 7913.0, 3738.5, 2739.9, 4915.8, 2885.9, 1539.0, 1487.7, 2993.3, 2575.9, 4345.3, 2352.1, 2391.0, 4059.0, 1711.9, 2433.3]","[2512.1177182296306, 2504.8205555386257, 2112.9838114651366, 7634.51871300631, 3183.623224961285, 3482.463688669679, 3061.616535079584, 2929.119719891034, 1474.9602697947255, 1323.5809240048668, 2763.634994198272, 2669.282001891247, 4294.675179778342, 2157.78559486236, 1855.3495056391394, 4344.629239463587, 1718.4762504370772, 2541.7160821528423]",0.8772694215391307,0.16990068614575551,16.990068614575552,0.09674093149149482,0.048849108675224066
1995,"[2652.7, 2532.3, 2130.4, 8135.6, 3262.2, 3936.0, 5509.9, 2804.3, 1230.4, 1792.0, 3158.6, 2582.2, 4348.7, 2415.8, 2455.4, 4284.0, 1712.2, 2752.2]","[2686.1134030087073, 2329.968906844575, 2086.8867324347234, 7714.853908672625, 3440.755488312637, 2926.124582138162, 4900.4590836549805, 2846.6694850735707, 2223.932235138467, 1361.5137418170916, 3042.928775945834, 2464.773640862719, 3988.9624273206787, 2213.624353851256, 2266.953943670987, 4267.556625131684, 1710.6513132236557, 2418.512887768849]",0.9290982620378544,0.13078069287556784,13.078069287556785,0.09185213403950025,0.0485945632131921
1996,"[2762.9, 2552.6, 2193.0, 8291.0, 3562.0, 3830.6, 6468.4, 2855.8, 1067.6, 1811.6, 3123.1, 2672.6, 4416.8, 2409.8, 2417.0, 4079.4, 1712.6, 2868.5]","[2688.363541005755, 2579.828673808197, 2208.197796113801, 8108.348397526968, 3270.8664819166916, 3425.705054064702, 5561.550455708716, 2754.374368905486, 1508.6400262257894, 1359.5127912896724, 3102.067798190281, 2614.1776660864166, 4244.038854048558, 2369.2840805729356, 2402.7697612785055, 4550.613610023254, 1872.5956929219958, 2645.1755236493213]",0.9638894229198358,0.09773402663158075,9.773402663158075,0.06867789866282138,0.030953213312445372
