country,year,y_true,y_pred,NRMSE,rRMSE,NMAE,nME,koppen_class
Bangladesh,1984,[2145.4],[3493.342697436522],0.6282943495089596,62.82943495089596,0.6282943495089596,-0.6282943495089596,11
Bangladesh,1985,[2169.3],[3493.3143314939034],0.6103417376544983,61.03417376544983,0.6103417376544983,-0.6103417376544983,11
Bangladesh,1986,[2178.3],[3513.015506918333],0.612732638717501,61.2732638717501,0.612732638717501,-0.612732638717501,11
Bangladesh,1987,[2239.9],[3519.3291444530832],0.5711992251676785,57.11992251676785,0.5711992251676785,-0.5711992251676785,11
Bangladesh,1988,[2280.5],[3522.8380213004784],0.5447656309144829,54.47656309144829,0.5447656309144829,-0.5447656309144829,11
Bangladesh,1989,[2556.2],[3533.4462860821623],0.382304313466146,38.2304313466146,0.382304313466146,-0.382304313466146,11
Bangladesh,1990,[2566.1],[3483.467346822124],0.3574947768294782,35.74947768294782,0.3574947768294782,-0.3574947768294782,11
Bangladesh,1991,[2659.2],[3509.203675625875],0.3196463882467942,31.96463882467942,0.3196463882467942,-0.3196463882467942,11
Bangladesh,1992,[2689.3],[3589.4011386416923],0.3346971846360362,33.46971846360362,0.3346971846360362,-0.3346971846360362,11
Bangladesh,1993,[2718.5],[3524.8542849265305],0.2966173569713189,29.661735697131892,0.2966173569713189,-0.2966173569713189,11
Bangladesh,1994,[2532.8],[3591.593150425191],0.41803267151973744,41.80326715197374,0.41803267151973744,-0.41803267151973744,11
Bangladesh,1995,[2652.7],[3536.447195885673],0.3331500719590128,33.31500719590128,0.3331500719590128,-0.3331500719590128,11
Bangladesh,1996,[2762.9],[3547.9304478833255],0.28413277638833306,28.413277638833307,0.28413277638833306,-0.28413277638833306,11
Bangladesh,1997,[2743.1],[3529.1306378092604],0.2865482985706903,28.654829857069032,0.2865482985706903,-0.2865482985706903,11
Bangladesh,1998,[2935.8],[3524.422993235781],0.20049832864492845,20.049832864492846,0.20049832864492845,-0.20049832864492845,11
Bangladesh,1999,[3213.9],[3581.4607205917578],0.11436594809787413,11.436594809787413,0.11436594809787413,-0.11436594809787413,11
Bangladesh,2000,[3483.6],[3575.0973419945176],0.02626516878933221,2.626516878933221,0.02626516878933221,-0.02626516878933221,11
Bangladesh,2001,[3402.0],[3534.8955848368114],0.039063957917933975,3.9063957917933974,0.039063957917933975,-0.039063957917933975,11
Bangladesh,2002,[3490.2],[3544.38527782063],0.01552497788683465,1.552497788683465,0.01552497788683465,-0.01552497788683465,11
Bangladesh,2003,[3576.8],[3511.674866240634],0.01820765314229653,1.820765314229653,0.01820765314229653,0.01820765314229653,11
Bangladesh,2004,[3535.9],[3549.9762900967753],0.00398096385553189,0.398096385553189,0.00398096385553189,-0.00398096385553189,11
Bangladesh,2005,[3781.4],[3552.6649576265704],0.06048951244867765,6.048951244867765,0.06048951244867765,0.06048951244867765,11
Bangladesh,2006,[3854.1],[3572.4088137212384],0.07308870716347825,7.308870716347824,0.07308870716347825,0.07308870716347825,11
Bangladesh,2007,[4083.3],[3553.1874047550646],0.1298245525053108,12.98245525053108,0.1298245525053108,0.1298245525053108,11
Bangladesh,2008,[4144.1],[3599.519069621583],0.13141114605786952,13.141114605786953,0.13141114605786952,0.13141114605786952,11
Bangladesh,2009,[4240.4],[3632.21621666022],0.1434260407838363,14.34260407838363,0.1434260407838363,0.1434260407838363,11
Bangladesh,2010,[4342.2],[3618.798518523393],0.16659791844608884,16.659791844608883,0.16659791844608884,0.16659791844608884,11
Bangladesh,2011,[4391.7],[3643.6954301906767],0.17032232843985773,17.032232843985774,0.17032232843985773,0.17032232843985773,11
Bangladesh,2012,[4420.6],[3617.3984931415316],0.18169513343402902,18.1695133434029,0.18169513343402902,0.18169513343402902,11
Bangladesh,2013,[4531.7],[3641.9069371922747],0.19634862475621184,19.634862475621183,0.19634862475621184,0.19634862475621184,11
Bangladesh,2014,[4538.2],[3642.1902209616487],0.19743726125740407,19.74372612574041,0.19743726125740407,0.19743726125740407,11
Bangladesh,2015,[4551.8],[3655.1710841039376],0.19698337270883223,19.698337270883222,0.19698337270883223,0.19698337270883223,11
Bangladesh,2016,[4586.3],[3671.9416516489523],0.19936732188279177,19.936732188279176,0.19936732188279177,0.19936732188279177,11
Bangladesh,2017,[4661.9],[3647.6266027348347],0.21756652808193333,21.756652808193333,0.21756652808193333,0.21756652808193333,11
Bangladesh,2018,[4725.7],[3628.511165633759],0.23217488083590598,23.2174880835906,0.23217488083590598,0.23217488083590598,11
Bangladesh,2019,[4740.2],[3686.3458171217976],0.2223227253867352,22.23227253867352,0.2223227253867352,0.2223227253867352,11
Bangladesh,2020,[4808.8],[3621.658988416267],0.2468684519180945,24.68684519180945,0.2468684519180945,0.2468684519180945,11
Bangladesh,2021,[4818.7],[3667.833156876303],0.2388334702562303,23.88334702562303,0.2388334702562303,0.2388334702562303,11
Bangladesh,2022,[4891.2],[3673.598296433942],0.24893721450074788,24.89372145007479,0.24893721450074788,0.24893721450074788,11
Lao People's Democratic Republic,1984,[2016.6],[3232.921241600012],0.6031544389566657,60.31544389566656,0.6031544389566657,-0.6031544389566657,11
Lao People's Democratic Republic,1985,[2102.8],[3184.6139883077217],0.5144635668193464,51.44635668193464,0.5144635668193464,-0.5144635668193464,11
Lao People's Democratic Republic,1986,[2258.8],[3225.1816130542693],0.4278296498380862,42.78296498380862,0.4278296498380862,-0.4278296498380862,11
Lao People's Democratic Republic,1987,[2227.2],[3224.5141171891987],0.44778830692762167,44.77883069276217,0.44778830692762167,-0.44778830692762167,11
Lao People's Democratic Republic,1988,[1911.8],[3192.6474663986364],0.6699693829891393,66.99693829891393,0.6699693829891393,-0.6699693829891393,11
Lao People's Democratic Republic,1989,[2355.2],[3266.9515542474574],0.38712277269338385,38.71227726933839,0.38712277269338385,-0.38712277269338385,11
Lao People's Democratic Republic,1990,[2293.5],[3228.6290795612367],0.40773014151351067,40.77301415135107,0.40773014151351067,-0.40773014151351067,11
Lao People's Democratic Republic,1991,[2197.7],[3236.5669457726403],0.47270644117606614,47.270644117606615,0.47270644117606614,-0.47270644117606614,11
Lao People's Democratic Republic,1992,[2655.5],[3268.934287894378],0.23100519220274074,23.100519220274073,0.23100519220274074,-0.23100519220274074,11
Lao People's Democratic Republic,1993,[2266.8],[3314.0806081203873],0.4620083854422036,46.20083854422036,0.4620083854422036,-0.4620083854422036,11
Lao People's Democratic Republic,1994,[2581.2],[3307.1209859509395],0.28123391676388493,28.123391676388493,0.28123391676388493,-0.28123391676388493,11
Lao People's Democratic Republic,1995,[2532.3],[3253.502999542542],0.2848015636151095,28.48015636151095,0.2848015636151095,-0.2848015636151095,11
Lao People's Democratic Republic,1996,[2552.6],[3251.8519141163088],0.27393712846364837,27.39371284636484,0.27393712846364837,-0.27393712846364837,11
Lao People's Democratic Republic,1997,[2760.7],[3281.9835973924105],0.18882297873452775,18.882297873452774,0.18882297873452775,-0.18882297873452775,11
Lao People's Democratic Republic,1998,[2711.6],[3335.31378746464],0.230016885773949,23.001688577394898,0.230016885773949,-0.230016885773949,11
Lao People's Democratic Republic,1999,[2930.4],[3300.097464891097],0.12615938605347285,12.615938605347285,0.12615938605347285,-0.12615938605347285,11
Lao People's Democratic Republic,2000,[3060.6],[3325.623772454853],0.08659209712306519,8.659209712306518,0.08659209712306519,-0.08659209712306519,11
Lao People's Democratic Republic,2001,[3126.4],[3264.661540305487],0.04422388059924736,4.422388059924736,0.04422388059924736,-0.04422388059924736,11
Lao People's Democratic Republic,2002,[3273.9],[3237.094468203595],0.011242106294146102,1.1242106294146101,0.011242106294146102,0.011242106294146102,11
Lao People's Democratic Republic,2003,[3140.3],[3294.343592379605],0.04905378224360885,4.905378224360885,0.04905378224360885,-0.04905378224360885,11
Lao People's Democratic Republic,2004,[3283.1],[3181.5954979769804],0.030917273924954934,3.0917273924954936,0.030917273924954934,0.030917273924954934,11
Lao People's Democratic Republic,2005,[3489.0],[3246.009382354638],0.0696447743322906,6.96447743322906,0.0696447743322906,0.0696447743322906,11
Lao People's Democratic Republic,2006,[3585.5],[3271.5713994002454],0.08755504130518886,8.755504130518887,0.08755504130518886,0.08755504130518886,11
