year,y_true,y_pred,R2,NRMSE,rRMSE,NMAE,nME
1984,"[2145.4, 2016.6, 1821.3, 5405.8, 3143.3, 4392.7, 4313.3, 2430.0, 2566.0, 1288.3, 2731.6, 2006.9, 3906.0, 2067.0, 1967.8, 4623.5, 1708.7, 2488.3]","[2515.444318139422, 2115.653541057644, 2078.812555984858, 5956.700933532762, 2988.2704080420012, 6091.044279750532, 4481.730547893453, 2638.698270433924, 1710.8796392036363, 1301.763046470823, 3285.3052941715446, 1985.3187703421352, 3998.185131149665, 1991.708361231043, 2010.303381290394, 4768.44441717079, 1632.633191041133, 2568.5164635446768]",0.8080996385577741,0.17804218432079538,17.804218432079537,0.10707220952972786,-0.06069699741193467
1985,"[2169.3, 2102.8, 1840.0, 5947.8, 2650.8, 5000.0, 4953.5, 2587.9, 1909.1, 1249.7, 3077.7, 2000.0, 3941.8, 2060.8, 2016.1, 4699.4, 1709.0, 2349.9]","[2437.401556046306, 2088.881835278641, 1965.7480297359177, 5994.827203959989, 2766.0058423180926, 3882.354712212398, 4762.308070554597, 2671.308992351619, 1954.9521099732463, 1363.3815247899893, 2872.4597405279765, 2183.607860796915, 4136.422805395608, 2012.1824353680636, 2016.3083254682524, 4513.711564221787, 1653.5248510696144, 3084.733984451177]",0.9351317349341011,0.11776345638514764,11.776345638514764,0.07136768784925519,-0.0018084829126650923
1986,"[2178.3, 2258.8, 1878.0, 5774.7, 2527.5, 4714.0, 4784.2, 2717.3, 1607.1, 1377.0, 3094.4, 2000.0, 3977.3, 2052.2, 1779.0, 4677.4, 1709.4, 2532.0]","[2300.99425938037, 2392.554975933932, 2047.8957968671757, 5915.059337842021, 2815.8623706987432, 4188.698725673031, 4747.323287478309, 2496.633258005758, 1779.206601900354, 1533.268652048284, 2925.3878163662253, 2116.6589818200737, 4002.5234547797745, 2063.0557090659527, 2148.457052176656, 4314.180499758497, 1719.067964327321, 2398.9182070985826]",0.9707962542188012,0.07680370692767444,7.680370692767443,0.06126160202755797,-0.005173396475137967
1987,"[2239.9, 2227.2, 1983.6, 5826.5, 2829.9, 4685.6, 4225.3, 2622.9, 1282.5, 1324.8, 3131.8, 2130.5, 4039.1, 2014.7, 2095.0, 5350.1, 1709.7, 2476.5]","[2217.3871974428034, 2119.2457587785925, 1900.377301258333, 5952.400289119075, 3078.6885772415144, 3895.6929955632836, 4966.116108643408, 2536.633902234178, 1561.0676418631292, 1403.5524619552398, 2824.3838835596944, 2272.9719352899233, 4097.878146656289, 2049.3144761133017, 1954.4180216198295, 4487.720721397492, 1671.8608959551896, 2178.2351988598875]",0.9256426498365596,0.12418430930303867,12.418430930303867,0.08516108178108113,0.019688527125827436
1988,"[2280.5, 1911.8, 1934.3, 6063.7, 3318.7, 4165.9, 4707.7, 2644.2, 1535.1, 1369.9, 3036.7, 2156.2, 4110.8, 2146.5, 2263.5, 4564.0, 1710.0, 2351.1]","[2309.7410521469083, 2209.150278396582, 1876.6085848156717, 5875.896466940748, 3052.0585896891425, 4054.0426056267506, 5105.235928960346, 2565.865294295703, 1663.2962517195494, 1489.7426865745088, 2968.7872649794685, 2303.784690882272, 4249.184362848855, 2060.8370057144066, 1999.5820508881607, 4749.042367989305, 1709.4285775416233, 2388.81879826153]",0.9806056417291388,0.06099117422575203,6.099117422575203,0.04976583351421605,-0.006896857091204863
1989,"[2556.2, 2355.2, 2076.8, 6482.5, 3124.7, 4034.2, 5644.5, 2704.6, 1511.1, 1435.8, 2991.6, 2587.3, 4247.0, 2085.3, 2365.7, 4074.8, 1710.3, 2292.5]","[2344.007734014707, 2200.551018156623, 1946.7856791166632, 6050.087370076187, 3121.7635976140696, 3711.359558195401, 5169.355657843357, 2662.7418902178033, 1544.751737490421, 1374.5367590943595, 2898.131809950112, 2400.0461911157104, 4039.595620482231, 2117.042761570528, 2047.885949066078, 4240.614734249526, 1719.7544025788502, 2303.1524102628987]",0.9747413971453512,0.07103666641410152,7.103666641410151,0.05325279819324064,0.04399282829074511
1990,"[2566.1, 2293.5, 2077.3, 7266.3, 3121.8, 3330.7, 4447.4, 2978.6, 1467.1, 1347.7, 3064.3, 2636.1, 4301.8, 1955.6, 2406.7, 4061.8, 1710.6, 2315.1]","[2490.623107047561, 2287.4970790275534, 2230.5211586733417, 6469.1106587820805, 2744.555307765471, 4077.045931745437, 5265.738018004044, 2653.8463251194325, 1727.500395591996, 1418.1974511393191, 3272.5740746071156, 2346.097941623395, 4393.24953662952, 2138.6929652188173, 2296.042353664772, 4226.311447545475, 1728.2764740770363, 2351.214193583259]",0.9277990246046147,0.12377302373138495,12.377302373138495,0.08868569638856004,-0.014407048367725907
1991,"[2659.2, 2197.7, 2054.6, 7455.4, 2692.1, 2812.7, 4776.7, 2824.3, 1526.5, 1396.2, 3021.5, 2623.7, 4346.5, 2253.4, 2048.1, 3995.9, 1711.0, 2319.9]","[2602.860856461477, 2365.4977343097794, 1986.5473251323579, 7263.697943319367, 3226.3030036495284, 3676.9284227987478, 4708.563100287903, 3239.991415891477, 1552.4561487018075, 1494.4384622068194, 3036.858660455683, 2466.7301696908503, 4344.415219840361, 2162.2759292245837, 2289.308975296786, 4359.402571722363, 1721.192070226905, 2353.6787207910957]",0.9578568109353541,0.09914275640364088,9.914275640364089,0.06458389089514813,-0.040514664215919684
1992,"[2689.3, 2655.5, 2086.9, 7651.1, 3325.4, 3987.0, 4755.7, 2854.5, 1729.8, 1317.8, 3054.4, 2716.9, 4344.6, 2174.5, 2410.0, 4096.0, 1711.3, 2368.6]","[2225.025563955638, 2371.6435298944916, 2154.4934054995483, 7424.920291320079, 3159.6794597122407, 3201.6076305574916, 5009.387355867934, 2791.724032448175, 1609.2134067512595, 1419.470691040177, 3012.152541278032, 2498.3943430900977, 4212.3196019093875, 2157.508960612674, 2283.372665263495, 4364.181126633784, 1680.4072128135285, 2451.9473444074342]",0.9664055124515201,0.08489588154538191,8.489588154538191,0.061699514992004,0.034004552836251006
1993,"[2718.5, 2266.8, 2078.2, 7718.4, 3480.4, 3286.0, 5171.7, 2874.2, 1460.1, 1306.9, 3135.0, 2745.3, 4375.0, 2049.7, 2123.7, 4120.2, 1711.6, 2739.7]","[2657.993634393638, 2521.399756799764, 2104.2190681322654, 7971.587040069722, 3305.2401146026796, 3376.480056682061, 4458.853322715891, 2797.9483009513324, 1551.6146952640638, 1438.782534784576, 3128.0797994159784, 2640.7381889182025, 4362.633977322007, 2254.6255079650086, 2374.084145854632, 4359.754630797825, 1714.1219680550435, 2527.124168384083]",0.9770512966534914,0.07391498838946771,7.391498838946771,0.05249610554829086,-0.003321464253230128
