year,y_true,y_pred,R2,NRMSE,rRMSE,NMAE,nME
1987,"[1442.6, 2073.8, 1090.7, 606.5, 4757.1, 916.3, 1744.7, 765.2, 1161.7, 666.4, 1558.4, 1016.4, 1353.3, 1140.0, 3189.7, 1804.6, 1483.9, 1963.3, 1000.0, 707.5, 1238.5, 917.3]","[1382.1909999999998, 1655.473, 1049.6660000000013, 2106.0880000000006, 4334.164999999998, 1805.2639999999988, 1527.612, 893.4950000000003, 1253.0089999999996, 886.2869999999996, 1490.1099999999997, 1460.9240000000004, 1283.4709999999995, 1236.203, 1917.3449999999991, 1635.567, 1200.469, 1736.580999999998, 1102.1920000000011, 905.1930000000003, 1522.8250000000003, 1034.435]",0.6939335817582682,0.3422630356578027,34.22630356578027,0.2245409980397512,-0.025175394734016494
1988,"[1344.0, 2113.7, 1390.7, 232.2, 4965.0, 881.6, 2687.4, 1109.9, 1182.3, 922.1, 1619.5, 1171.8, 1640.1, 1288.2, 3774.4, 1902.0, 1800.0, 1953.1, 952.0, 871.2, 1287.0, 1806.6]","[1311.1940000000004, 1505.6430000000003, 1077.7300000000002, 813.9449999999996, 4428.309999999995, 1577.2329999999993, 1203.647, 902.0379999999998, 1191.5789999999997, 881.6889999999996, 1394.2909999999995, 1180.417, 1135.7869999999996, 1236.6650000000002, 2015.5910000000001, 1673.8010000000006, 1408.0069999999996, 1438.5320000000002, 1007.0060000000003, 941.808, 1460.316, 1188.034]",0.6370679285030902,0.3622175385221062,36.22175385221062,0.24691677417955932,0.16049787503930113
1989,"[1443.8, 2130.1, 1261.0, 377.9, 5380.4, 1091.7, 1807.8, 1073.4, 1225.8, 1047.6, 2840.5, 1187.8, 1395.0, 1269.2, 2910.3, 1988.9, 1187.5, 2103.3, 984.5, 885.3, 1018.8, 1707.9]","[1387.037, 1911.2660000000003, 1246.722999999999, 632.9159999999996, 4741.470999999994, 1176.252, 1874.8549999999987, 977.2119999999995, 1321.785, 735.8259999999998, 1697.108999999999, 1334.2459999999999, 1341.302, 1437.4990000000003, 2200.473999999999, 1746.9850000000008, 1301.1169999999995, 1735.9139999999998, 1398.4509999999998, 1311.606999999999, 1569.9470000000003, 1563.8700000000008]",0.8493241360334025,0.23812594230694062,23.81259423069406,0.17399909137216582,0.04610972369453615
1990,"[1815.3, 2138.3, 1188.9, 289.9, 5780.3, 1060.2, 1431.6, 965.3, 1335.8, 1100.0, 2205.1, 999.3, 1130.1, 1327.5, 3460.8, 2199.1, 1025.2, 2132.3, 1017.9, 895.4, 1240.3, 1720.6]","[1359.2240000000006, 1832.6100000000017, 1199.2009999999993, 388.41700000000003, 5032.5880000000025, 1264.1279999999997, 2068.7279999999987, 939.6229999999991, 1240.6820000000002, 817.1189999999997, 1765.933, 1428.8389999999993, 1384.655, 1279.3419999999994, 2907.386, 1827.6469999999995, 1417.6759999999997, 2004.6609999999987, 1247.795, 993.5700000000007, 1453.229, 1683.184]",0.9049606133855773,0.20647453856186665,20.647453856186665,0.16615391999824458,0.025314954798788817
1991,"[2006.5, 1644.8, 1526.0, 396.2, 5895.1, 1382.1, 1714.0, 906.0, 1296.9, 540.8, 2257.3, 1141.9, 1129.9, 1392.1, 4044.4, 1650.2, 1155.6, 2150.5, 1052.7, 928.1, 1010.5, 1440.0]","[1473.2960000000012, 1916.7400000000007, 1245.9399999999996, 506.6940000000002, 4927.702999999997, 1097.537, 1893.6230000000003, 957.0189999999993, 1190.0520000000006, 963.5940000000004, 2041.4060000000004, 1097.8270000000005, 1319.6040000000007, 1522.945, 3186.8349999999987, 1943.1940000000018, 1104.8499999999997, 2014.3509999999983, 994.2070000000002, 927.6009999999998, 1477.0580000000002, 1545.2960000000007]",0.9051822746824929,0.21662734139810153,21.66273413981015,0.15702429790298325,0.035847535295786354
1992,"[1826.6, 2198.9, 1204.0, 189.9, 6134.6, 1041.6, 731.1, 1014.0, 1386.5, 579.2, 785.3, 480.2, 1118.1, 1409.5, 4523.7, 1743.0, 1225.0, 2203.0, 1088.5, 977.1, 1543.5, 410.8]","[1635.9130000000002, 1752.1419999999996, 1288.6599999999996, 1585.9650000000004, 5155.143999999993, 1254.991, 1409.9629999999995, 921.2770000000005, 1332.4209999999998, 552.9999999999997, 1877.6540000000002, 1102.8159999999998, 1312.8679999999995, 1376.529000000001, 3548.8780000000024, 1831.8740000000007, 1241.2389999999998, 2003.9389999999985, 1021.6490000000003, 905.9820000000004, 1280.6409999999998, 980.6480000000005]",0.8277827124429601,0.35881552064073213,35.88155206407321,0.2470940524810657,-0.046137350986718395
1993,"[1753.6, 2048.2, 1509.2, 135.3, 6078.0, 1144.2, 2522.8, 1159.9, 1523.5, 887.5, 2284.0, 1532.7, 1184.8, 1800.0, 4355.2, 1763.0, 1740.0, 2197.5, 1125.5, 977.8, 1378.5, 1652.6]","[1699.802000000001, 2076.7279999999996, 1259.8729999999998, 800.1339999999998, 5252.654999999994, 1288.2079999999996, 1550.046000000001, 970.7629999999997, 1266.3319999999999, 909.0200000000003, 1663.9060000000004, 1019.2399999999999, 1310.3210000000008, 1341.8400000000004, 4009.1200000000063, 1795.6670000000006, 1294.2729999999995, 2047.4519999999998, 1060.145, 876.1480000000001, 1378.5870000000002, 1583.8400000000015]",0.891294158952659,0.21511989687552238,21.511989687552237,0.15542182569478177,0.1055042719942679
1994,"[1988.2, 1524.5, 1493.3, 169.8, 5906.5, 1120.8, 1502.5, 930.6, 1503.5, 862.9, 2848.1, 920.9, 1272.0, 1882.3, 4237.1, 2114.0, 1675.0, 2209.1, 1163.9, 1022.8, 1273.3, 1213.3]","[1570.871, 1895.6870000000004, 1048.33, 519.932, 5416.008999999996, 1477.6390000000001, 1310.3080000000016, 951.5129999999999, 1394.8650000000007, 713.6089999999998, 1846.0129999999997, 1000.0009999999995, 1308.8480000000009, 1363.8560000000004, 3119.497000000001, 2033.747, 1297.3569999999997, 2779.9980000000005, 1053.2489999999996, 962.3080000000003, 1194.2059999999994, 596.6640000000001]",0.8599449114708232,0.2556116853267559,25.561168532675588,0.1944597830789197,0.10248370001854021
1995,"[1730.4, 2197.2, 1502.0, 947.7, 6163.0, 1155.1, 1418.5, 855.3, 1533.4, 812.6, 1380.0, 1351.7, 1266.6, 1835.5, 4522.3, 2466.0, 1120.0, 2258.0, 1203.6, 1173.7, 2206.5, 594.9]","[1638.5270000000007, 1756.751999999999, 1311.3939999999996, 602.8830000000002, 5744.995999999997, 1150.7150000000004, 1507.5590000000004, 1221.7359999999992, 1411.8180000000004, 845.0369999999998, 2158.0750000000007, 1068.9919999999993, 1322.7880000000005, 1422.774, 2990.603999999998, 1827.2290000000003, 1404.975, 2073.5679999999998, 1248.9719999999993, 1087.2500000000005, 1477.6090000000006, 1183.8790000000004]",0.8442445467051012,0.2721972742382292,27.21972742382292,0.1944603718446114,0.08152033052854345
1996,"[2089.2, 2257.2, 1515.3, 246.3, 6952.3, 1142.5, 2086.4, 940.4, 1517.5, 1249.0, 2704.3, 1443.3, 1326.1, 1834.6, 4039.7, 2015.0, 1109.9, 2486.2, 1244.6, 1081.8, 1776.6, 1415.0]","[1673.5949999999998, 2011.4070000000006, 1405.4089999999997, 671.1919999999997, 5986.132999999998, 1203.5610000000008, 1720.622000000001, 1049.5250000000005, 1440.0389999999993, 935.7620000000007, 2141.1599999999994, 1219.9399999999991, 1289.4300000000007, 1553.6169999999997, 3777.548999999997, 2195.4090000000015, 1437.826, 2216.4289999999996, 1175.762, 1112.1149999999996, 1676.0839999999998, 1673.6120000000017]",0.9374349933084896,0.17194550313777204,17.194550313777203,0.13400690317659159,0.06844367742482323
