country,year,y_true,y_pred,NRMSE,rRMSE,NMAE,nME,koppen_class
Bangladesh,1984,[2145.4],[2230.177734375],0.039516050328610004,3.9516050328610004,0.039516050328610004,-0.039516050328610004,11
Bangladesh,1985,[2169.3],[2222.80859375],0.02466629500299627,2.4666295002996272,0.02466629500299627,-0.02466629500299627,11
Bangladesh,1986,[2178.3],[2256.862548828125],0.03606599129051316,3.606599129051316,0.03606599129051316,-0.03606599129051316,11
Bangladesh,1987,[2239.9],[2246.184326171875],0.002805628006551591,0.2805628006551591,0.002805628006551591,-0.002805628006551591,11
Bangladesh,1988,[2280.5],[2236.69287109375],0.01920944043247095,1.920944043247095,0.01920944043247095,0.01920944043247095,11
Bangladesh,1989,[2556.2],[2281.971435546875],0.10727977640760693,10.727977640760693,0.10727977640760693,0.10727977640760693,11
Bangladesh,1990,[2566.1],[2428.24072265625],0.05372326773849418,5.3723267738494185,0.05372326773849418,0.05372326773849418,11
Bangladesh,1991,[2659.2],[2590.318359375],0.025903144037680438,2.5903144037680437,0.025903144037680438,0.025903144037680438,11
Bangladesh,1992,[2689.3],[2558.72314453125],0.04855421688497013,4.855421688497013,0.04855421688497013,0.04855421688497013,11
Bangladesh,1993,[2718.5],[2609.046142578125],0.04026259239355343,4.026259239355343,0.04026259239355343,0.04026259239355343,11
Bangladesh,1994,[2532.8],[2688.411865234375],0.06143867073372347,6.1438670733723475,0.06143867073372347,-0.06143867073372347,11
Bangladesh,1995,[2652.7],[2617.40771484375],0.01330428814274129,1.330428814274129,0.01330428814274129,0.01330428814274129,11
Bangladesh,1996,[2762.9],[2651.227294921875],0.040418656150466935,4.041865615046693,0.040418656150466935,0.040418656150466935,11
Bangladesh,1997,[2743.1],[2789.545166015625],0.016931634288077393,1.6931634288077393,0.016931634288077393,-0.016931634288077393,11
Bangladesh,1998,[2935.8],[2757.962646484375],0.060575432085164235,6.057543208516424,0.060575432085164235,0.060575432085164235,11
Bangladesh,1999,[3213.9],[2917.018310546875],0.09237427718756809,9.237427718756809,0.09237427718756809,0.09237427718756809,11
Bangladesh,2000,[3483.6],[3438.3583984375],0.012987025365283015,1.2987025365283016,0.012987025365283015,0.012987025365283015,11
Bangladesh,2001,[3402.0],[3524.297119140625],0.03594859469154174,3.594859469154174,0.03594859469154174,-0.03594859469154174,11
Bangladesh,2002,[3490.2],[3496.24169921875],0.0017310467075669538,0.1731046707566954,0.0017310467075669538,-0.0017310467075669538,11
Bangladesh,2003,[3576.8],[3405.3271484375],0.04794029623196717,4.7940296231967165,0.04794029623196717,0.04794029623196717,11
Bangladesh,2004,[3535.9],[3875.97119140625],0.09617669939937495,9.617669939937496,0.09617669939937495,-0.09617669939937495,11
Bangladesh,2005,[3781.4],[3357.233154296875],0.11217190609380787,11.217190609380786,0.11217190609380787,0.11217190609380787,11
Bangladesh,2006,[3854.1],[4440.30517578125],0.15209910894404663,15.209910894404663,0.15209910894404663,-0.15209910894404663,11
Bangladesh,2007,[4083.3],[3987.572021484375],0.023443777953034355,2.3443777953034357,0.023443777953034355,0.023443777953034355,11
Bangladesh,2008,[4144.1],[4267.82666015625],0.029856099070063372,2.9856099070063373,0.029856099070063372,-0.029856099070063372,11
Bangladesh,2009,[4240.4],[4116.78759765625],0.029151118371792673,2.9151118371792673,0.029151118371792673,0.029151118371792673,11
Bangladesh,2010,[4342.2],[4271.06201171875],0.01638293682493893,1.638293682493893,0.01638293682493893,0.01638293682493893,11
Bangladesh,2011,[4391.7],[4343.63427734375],0.010944673510542574,1.0944673510542573,0.010944673510542574,0.010944673510542574,11
Bangladesh,2012,[4420.6],[4317.533203125],0.023315114888250544,2.3315114888250545,0.023315114888250544,0.023315114888250544,11
Bangladesh,2013,[4531.7],[4420.2841796875],0.024585877333561316,2.4585877333561315,0.024585877333561316,0.024585877333561316,11
Bangladesh,2014,[4538.2],[4406.42626953125],0.029036563057765155,2.9036563057765155,0.029036563057765155,0.029036563057765155,11
Bangladesh,2015,[4551.8],[4537.17236328125],0.0032135939010391893,0.32135939010391895,0.0032135939010391893,0.0032135939010391893,11
Bangladesh,2016,[4586.3],[4648.5986328125],0.013583636659725664,1.3583636659725664,0.013583636659725664,-0.013583636659725664,11
Bangladesh,2017,[4661.9],[4583.01171875],0.016921916225144176,1.6921916225144176,0.016921916225144176,0.016921916225144176,11
Bangladesh,2018,[4725.7],[4654.86181640625],0.014989987429110993,1.4989987429110994,0.014989987429110993,0.014989987429110993,11
Bangladesh,2019,[4740.2],[4674.3671875],0.01388819300873377,1.3888193008733771,0.01388819300873377,0.01388819300873377,11
