country,year,y_true,y_pred,NRMSE,rRMSE,NMAE,nME,koppen_class
Lao People's Democratic Republic,1984,[1187.2],[1367.468],0.15184299191374664,15.184299191374665,0.15184299191374664,-0.15184299191374664,11
Lao People's Democratic Republic,1985,[1239.8],[1374.2900000000002],0.10847717373769983,10.847717373769983,0.10847717373769983,-0.10847717373769983,11
Lao People's Democratic Republic,1986,[1406.7],[1341.787],0.04614558896708609,4.614558896708609,0.04614558896708609,0.04614558896708609,11
Lao People's Democratic Republic,1987,[1442.6],[1414.1700000000003],0.019707472618882303,1.9707472618882302,0.019707472618882303,0.019707472618882303,11
Lao People's Democratic Republic,1988,[1344.0],[1499.6680000000008],0.11582440476190536,11.582440476190536,0.11582440476190536,-0.11582440476190536,11
Lao People's Democratic Republic,1989,[1443.8],[1543.9750000000008],0.06938287851503039,6.938287851503039,0.06938287851503039,-0.06938287851503039,11
Lao People's Democratic Republic,1990,[1815.3],[1579.5260000000003],0.12988156227620762,12.988156227620761,0.12988156227620762,0.12988156227620762,11
Lao People's Democratic Republic,1991,[2006.5],[1702.7120000000007],0.1514019436830298,15.14019436830298,0.1514019436830298,0.1514019436830298,11
Lao People's Democratic Republic,1992,[1826.6],[1822.6049999999993],0.002187123617650593,0.21871236176505932,0.002187123617650593,0.002187123617650593,11
Lao People's Democratic Republic,1993,[1753.6],[1868.614],0.06558736313868621,6.558736313868621,0.06558736313868621,-0.06558736313868621,11
Lao People's Democratic Republic,1994,[1988.2],[1855.5300000000002],0.06672869932602346,6.672869932602346,0.06672869932602346,0.06672869932602346,11
Lao People's Democratic Republic,1995,[1730.4],[1972.828000000001],0.14009939898289472,14.009939898289472,0.14009939898289472,-0.14009939898289472,11
Lao People's Democratic Republic,1996,[2089.2],[1870.9899999999998],0.10444667815431746,10.444667815431746,0.10444667815431746,0.10444667815431746,11
Lao People's Democratic Republic,1997,[2060.5],[2205.5829999999996],0.07041155059451572,7.0411550594515715,0.07041155059451572,-0.07041155059451572,11
Lao People's Democratic Republic,1998,[2368.5],[2111.6740000000004],0.10843402997677837,10.843402997677837,0.10843402997677837,0.10843402997677837,11
Lao People's Democratic Republic,1999,[2359.7],[2335.5809999999988],0.010221214561173477,1.0221214561173477,0.010221214561173477,0.010221214561173477,11
