asap_unit_id,year,mean_ASAP:FPAR,mean_ASAP:RAIN,mean_ASAP:SM,mean_ASAP:SM_combined,mean_ASAP:TEMP,mean_ASAP:rad,mean_ASIS:ASIS_NDVI,mean_ASIS:BT4,std_ASAP:FPAR,std_ASAP:RAIN,std_ASAP:SM,std_ASAP:SM_combined,std_ASAP:TEMP,std_ASAP:rad,std_ASIS:ASIS_NDVI,std_ASIS:BT4,px_ASAP:FPAR,px_ASAP:RAIN,px_ASAP:SM,px_ASAP:SM_combined,px_ASAP:TEMP,px_ASAP:rad,px_ASIS:ASIS_NDVI,px_ASIS:BT4,px_masked_ASAP:FPAR,px_masked_ASAP:RAIN,px_masked_ASAP:SM,px_masked_ASAP:SM_combined,px_masked_ASAP:TEMP,px_masked_ASAP:rad,px_masked_ASIS:ASIS_NDVI,px_masked_ASIS:BT4,koppen_class
1,1994,54.699665719660786,30.86568202523504,0.24776790863661852,0.24772515132817163,12.957577387491861,174260.26591729466,140.21568385364574,142.3020711610381,15.247141153830738,15.967341358290344,0.04215927654957743,0.042191636347060864,1.4432980106418418,17282.21571161716,30.166306985764145,22.262270992263037,511682616.0,676883736.0,608845644.0,715077558.0,678602664.0,678602664.0,716952384.0,718287912.0,25290180.0,25290180.0,24749402.0,24888933.0,25290180.0,25290180.0,25193628.0,25193916.0,5
1,1995,54.699665719660786,29.438471080135113,0.24772122088405818,0.2477070753362733,12.522612789162883,180602.44861314338,185.18566168646424,130.71617218770967,15.247141153830738,15.117327305887612,0.04246095629501892,0.0424624108490346,1.5080404570959358,16155.817567261864,28.571445759116344,6.503469138239502,511682616.0,676883736.0,599249718.0,715521690.0,678602664.0,678602664.0,716952384.0,718287912.0,25290180.0,25290180.0,24604158.0,24888943.0,25290180.0,25290180.0,25193628.0,25193916.0,5
1,1996,54.699665719660786,22.20418028727052,0.24313331581652162,0.2434470976503316,12.679404024724606,181533.40104801455,190.7339434673915,130.20609162857002,15.247141153830738,11.997162420565148,0.041556282731431214,0.041798647955238494,1.4800073294277671,18466.890738512153,29.813053121766384,6.696404393433913,511682616.0,676883736.0,585939480.0,715286796.0,678602664.0,678602664.0,716952384.0,718287912.0,25290180.0,25290180.0,24569181.0,24888942.0,25290180.0,25290180.0,25193628.0,25193916.0,5
1,1997,54.699665719660786,40.7749081235177,0.25149125771390063,0.25160159537135696,13.208197041794106,169936.64836511348,188.61417759052733,129.14638811322442,15.247141153830738,17.43597818980703,0.04119838822719833,0.04130707009078396,1.5147451049939273,16446.13743570891,27.71227452952162,6.227724470599323,511682616.0,676883736.0,585647022.0,714973638.0,678602664.0,678602664.0,716952384.0,718287912.0,25290180.0,25290180.0,24563921.0,24888955.0,25290180.0,25290180.0,25193628.0,25193916.0,5
1,1998,54.699665719660786,18.901245325491615,0.2376199869645966,0.2377501202301635,12.946397542953491,184217.6833764864,185.0073180809482,128.7096941586045,15.247141153830738,10.81292011957463,0.04464762974462091,0.04471471580955419,1.4379095222124552,14464.694901392155,28.563803060414315,6.202772408529085,511682616.0,676883736.0,605505156.0,715900194.0,678602664.0,678602664.0,716952384.0,718287912.0,25290180.0,25290180.0,24493259.0,24888934.0,25290180.0,25290180.0,25193628.0,25193916.0,5
1,1999,54.699665719660786,29.30428508416665,0.24555030810060322,0.24597731158264255,12.926539134096217,177316.91944991593,170.3266346793965,126.48850043590339,15.247141153830738,14.94972303870646,0.04316955369804596,0.04339196605282475,1.362998838353359,15797.896123988046,26.879003619961285,5.476975999613229,511682616.0,676883736.0,580990626.0,716433576.0,678602664.0,678602664.0,716952384.0,718287912.0,25290180.0,25290180.0,24119935.0,24888961.0,25290180.0,25290180.0,25193628.0,25193916.0,5
1,2000,55.49061204143439,38.6711291611826,0.25330088673918333,0.2532921797418548,12.427751867859453,173696.16774730614,152.44923470297056,123.47956182981696,16.263352340740045,18.775776244518298,0.044264230141120804,0.044332124979374145,1.4887253400419913,18638.297262806285,25.044035657625315,5.142593218475216,312694932.0,676883736.0,581690460.0,715605750.0,678602664.0,678602664.0,716952384.0,718287912.0,15455110.0,25290180.0,24423729.0,24888951.0,25290180.0,25290180.0,25193628.0,25193916.0,5
1,2001,54.64573539423894,37.721102752672834,0.2593728919961938,0.26005361381028774,12.749678872249744,177073.2769551481,193.29527061542623,129.3644345869634,15.558164730257973,16.173916508358744,0.04354136572756295,0.04389991420108695,1.453056857049842,15553.224988380798,27.15272748623807,6.382686401113968,511682616.0,676883736.0,453385206.0,715255122.0,678602664.0,678602664.0,716952384.0,718287912.0,25290180.0,25290180.0,22939079.0,24888940.0,25290180.0,25290180.0,25193628.0,25193916.0,5
1,2002,56.85350568612153,40.60657836635861,0.26193095902325925,0.2619688971716554,12.370859199100071,168526.52454555963,184.30154813469653,128.33206474079358,15.224530051875949,16.888288000951416,0.043066170639379155,0.043143645996591665,1.420779034266903,17580.208657079325,26.05984662412127,5.975823957691864,511682616.0,676883736.0,532034772.0,713889948.0,678602664.0,678602664.0,716952384.0,718287912.0,25290180.0,25290180.0,24204139.0,24888958.0,25290180.0,25290180.0,25193628.0,25193916.0,5
1,2003,54.62046467360784,29.567923303566726,0.25190986913663366,0.2523370914882302,12.712360318060275,177369.22467379537,171.70192934865022,128.86813752327765,15.772200908935357,12.965591974516956,0.04351010225702942,0.04360557721496347,1.4563303908858392,19187.152787314215,26.7278335109209,6.590173303331909,511682616.0,676883736.0,345502578.0,713412216.0,678602664.0,678602664.0,716952384.0,718287912.0,25290180.0,25290180.0,23183086.0,24888944.0,25290180.0,25290180.0,25193628.0,25193916.0,5
1,2004,56.66359172922911,33.55305251167517,0.2562127639712007,0.2571480489313335,12.909084651205275,172055.72769715686,177.50849672255507,127.83730637981073,15.385749361009598,15.100280944870791,0.042549455657976416,0.04257885586198928,1.3599260745221515,16445.605209021276,26.356622092703834,6.0006398958617755,511682616.0,676883736.0,313513458.0,712945668.0,678602664.0,678602664.0,716952384.0,718287912.0,25290180.0,25290180.0,22801060.0,24888945.0,25290180.0,25290180.0,25193628.0,25193916.0,5
1,2005,53.180327782315075,41.10301446746535,0.2528402492817905,0.25400870204061743,12.72587161373209,173918.57146102426,184.03385297368752,128.64261995399033,15.735319569256422,16.35878373486066,0.04590874155126339,0.04603365277606216,1.487915888799858,15784.282231431433,27.260107911741724,6.23767224990879,511682616.0,676883736.0,298821972.0,713358192.0,678602664.0,678602664.0,716952384.0,718287912.0,25290180.0,25290180.0,22865741.0,24888948.0,25290180.0,25290180.0,25193628.0,25193916.0,5
1,2006,56.43848544873227,37.90746228130959,0.25537463953649553,0.2559188196778709,12.862842910819584,173402.62609943838,188.6913926240355,129.57803979883283,15.459683626182864,15.631025896127726,0.04321192519216716,0.04331636771872316,1.5132812527039605,17149.991181146735,26.796891523045353,6.36876252981411,511682616.0,676883736.0,312625884.0,713653860.0,678602664.0,678602664.0,716952384.0,718287912.0,25290180.0,25290180.0,22891286.0,24888953.0,25290180.0,25290180.0,25193628.0,25193916.0,5
1,2007,53.363618505939655,24.252386165521756,0.24055075576459917,0.24063258300920434,11.834267941889939,176627.57151310632,153.58155413763893,119.95809121935918,15.504307743379195,12.085405800855742,0.04084049143150548,0.04110499546260096,1.446643156144252,17102.42601104004,39.194048044489136,13.002220792242595,511682616.0,676883736.0,564583458.0,721995390.0,678602664.0,678602664.0,806493828.0,806753514.0,25290180.0,25290180.0,24520746.0,24888983.0,25290180.0,25290180.0,25271406.0,25271462.0,5
1,2008,52.65848231310203,27.40932649605771,0.24279134817145487,0.2429542579664594,13.325786619274705,180692.81855860955,196.46000245303196,133.78061735993893,15.247141153830738,11.847932432623752,0.040413502385530924,0.04068302617249025,1.3812475899302041,14796.271651182396,28.11132870470863,7.815597018500936,511682616.0,676883736.0,565316514.0,723021546.0,678602664.0,678602664.0,828107280.0,828107280.0,25290180.0,25290180.0,24470799.0,24889001.0,25290180.0,25290180.0,25290180.0,25290180.0,5
1,2009,52.733787981419,30.627702910877183,0.24282083681060204,0.24296272344420802,12.667040384478039,173121.17245991883,198.18291150089323,132.2994565624863,15.298184640523605,13.90384146901564,0.042207313795040974,0.04240393044025385,1.5042123209963418,17324.620578623337,27.49682248341974,8.415615424649763,511682616.0,676883736.0,571416324.0,722536254.0,678602664.0,678602664.0,828107280.0,828107280.0,25290180.0,25290180.0,24465301.0,24889002.0,25290180.0,25290180.0,25290180.0,25290180.0,5
1,2010,54.699665719660786,22.920657049752062,0.24435650053675526,0.24447916830310845,12.189289817103633,175574.50973869493,203.04915350911685,130.93537570053385,15.374571148036823,10.955192827530267,0.04188605640040982,0.04209286713549486,1.4334651783641168,18804.84984254705,27.43126490740302,8.318865766436248,511682616.0,676883736.0,571548078.0,723428628.0,678602664.0,678602664.0,828107280.0,828107280.0,25290180.0,25290180.0,24353893.0,24889011.0,25290180.0,25290180.0,25290180.0,25290180.0,5
1,2011,55.70712817276515,25.106919062900463,0.24986840825941825,0.24978015102681983,12.478307101461622,177978.61678690868,201.23593928380723,131.52367671114146,15.194805313640396,12.742837216143027,0.04170884321575299,0.04203720105735457,1.361993651410225,16236.640242230216,26.838687248053933,8.024146456490747,511682616.0,676883736.0,584507340.0,724105596.0,678602664.0,678602664.0,828107280.0,828107280.0,25290180.0,25290180.0,24378207.0,24889009.0,25290180.0,25290180.0,25290180.0,25290180.0,5
1,2012,54.793681519018264,28.63702690228375,0.24872557811990928,0.2487129011202115,12.790160889978763,171956.28417435047,190.74173263009118,131.7000162363396,15.480819919185207,13.1723349698986,0.0397821827767062,0.039969990897531844,1.4502957909005074,16719.88053214833,36.32252422524295,11.91716862285285,511682616.0,676883736.0,595647492.0,724292490.0,678602664.0,678602664.0,828107280.0,828107280.0,25290180.0,25290180.0,24553927.0,24889009.0,25290180.0,25290180.0,25290180.0,25290180.0,5
1,2013,55.32729710701469,21.114532499365723,0.24464093541933427,0.24453346654366698,12.894077080267447,179507.18075180205,197.12575338885722,132.85323321605708,15.858672372063554,9.653499853774084,0.04221477869838414,0.0423714130093738,1.364872516696126,15544.48186176904,33.6648552394591,9.99317427551473,511682616.0,676883736.0,597384270.0,724254372.0,678602664.0,678602664.0,828107280.0,828107280.0,25290180.0,25290180.0,24630953.0,24889008.0,25290180.0,25290180.0,25290180.0,25290180.0,5
1,2014,55.263951849658106,27.236464555738607,0.2547584498232161,0.2542644231287079,12.74618465149844,175034.59502543297,195.33452220650267,131.96071694235783,15.178614067657945,12.268935255445605,0.04137413250851782,0.04183236956923709,1.4293489099989873,16952.61131481099,30.294419684040573,8.818936922589787,511682616.0,676883736.0,572543502.0,721644618.0,678602664.0,678602664.0,828107280.0,828107280.0,25290180.0,25290180.0,24404953.0,24888987.0,25290180.0,25290180.0,25290180.0,25290180.0,5
1,2015,53.151500797065474,29.83191047884678,0.2493698102318578,0.249126189548623,13.213451122796094,176313.0256064352,186.52177400881186,132.64189348295488,15.116118367525631,13.537863942680303,0.041038322345111344,0.041277586828646066,1.4306588537985367,15854.256456322071,32.93259040196583,9.575886945099983,511682616.0,676883736.0,574381212.0,721216998.0,678602664.0,678602664.0,828107280.0,828107280.0,25290180.0,25290180.0,24544057.0,24889006.0,25290180.0,25290180.0,25290180.0,25290180.0,5
1,2016,56.156153571966065,21.382677030396923,0.2476705127154235,0.24744706837131755,13.52663450770908,177405.64097060382,194.67113135426789,132.75482441530744,15.098087723956187,9.506687599040017,0.03915599660036388,0.03935361767648172,1.4454471432508869,14436.612761278799,33.792651693702744,9.817619965116807,511682616.0,676883736.0,572282988.0,719556558.0,678602664.0,678602664.0,828107280.0,828107280.0,25290180.0,25290180.0,24450634.0,24888968.0,25290180.0,25290180.0,25290180.0,25290180.0,5
1,2017,54.8762760737592,27.315730914788332,0.25958246123735546,0.25906441326518603,12.842006648028338,172931.1367916713,189.15474689100614,130.34584195990578,15.168261141037123,12.85960108610369,0.040627712258968746,0.041048736836219984,1.5150527662189424,16290.86231518015,37.365570005914385,12.146783759116984,511682616.0,587823876.0,563735958.0,718046274.0,678602664.0,678602664.0,828107280.0,828107280.0,25290180.0,25241490.0,24353023.0,24888960.0,25290180.0,25290180.0,25290180.0,25290180.0,5
1,2018,55.35118157524481,24.16615345243808,0.2571872022968751,0.25660315344710916,12.611165029031259,173903.66859811067,190.7792293224291,131.10238634246167,15.239675515966095,12.469336819705013,0.04158279655623419,0.041927976547402074,1.5075902345873553,16287.225655243567,35.53624777180858,10.971798269871568,511682616.0,676883736.0,557330682.0,717155898.0,678602664.0,678602664.0,828107280.0,828107280.0,25290180.0,25290180.0,24193579.0,24888962.0,25290180.0,25290180.0,25290180.0,25290180.0,5
1,2019,52.44009485355736,21.153201629518655,0.24091380213697747,0.24036323716657237,12.989092149116376,177831.1871255262,185.03544875621049,132.1135684838171,15.174097321160362,10.541231790888643,0.042712332841638515,0.04313309953575556,1.568225578571772,16106.689269153374,36.41581330892491,11.359295048355719,511682616.0,676883736.0,560169354.0,718018914.0,678602664.0,678602664.0,828107280.0,828107280.0,25290180.0,25290180.0,24308004.0,24888966.0,25290180.0,25290180.0,25290180.0,25290180.0,5
1,2020,51.575184031046106,22.59147084322383,0.2354705708308352,0.23536091884397428,13.023021554505384,183296.1236179793,180.16059491407304,132.43699959268918,15.03673613708848,10.866896287383602,0.041373627395012345,0.04155088286347871,1.5795570192513106,17649.635137123714,34.88237640301653,11.018588235863774,511682616.0,676883736.0,591462018.0,720286338.0,678602664.0,678602664.0,828107280.0,828107280.0,25290180.0,25290180.0,24673444.0,24888969.0,25290180.0,25290180.0,25290180.0,25290180.0,5
1,2021,53.65102288759594,18.04188631143101,0.24007612894530647,0.24000648582241518,12.962202186937686,180391.20331755193,181.03594990524053,133.705848991321,15.30201606129183,9.173958679241846,0.040527908005500914,0.040595678739020355,1.3870911604183613,15268.829617333387,35.29312168140201,11.053453352698638,511682616.0,676883736.0,594868926.0,718983792.0,678602664.0,678602664.0,828107280.0,828107280.0,25290180.0,25290180.0,24741337.0,24888971.0,25290180.0,25290180.0,25290180.0,25290180.0,5
1,2022,52.12800052569391,23.371177998225498,0.2486286240595358,0.248521750361194,12.593395213286081,177697.33601644108,172.98428060730032,130.67483206586235,14.793306457157566,12.311430772578648,0.04183470690529254,0.04198103041629632,1.4735233411799584,17582.730428103052,34.84070986347379,11.557449417728511,511682616.0,676883736.0,580707660.0,719389704.0,678602664.0,678602664.0,828107280.0,828107280.0,25290180.0,25290180.0,24724644.0,24888976.0,25290180.0,25290180.0,25290180.0,25290180.0,5
1,2023,52.68476786611063,25.00840731275601,0.2520410102719612,0.25200302078549436,12.861697377644816,175348.8229951429,177.683850873764,133.8582951672891,14.830971691128523,11.198203042666156,0.04024796165526609,0.0402938912980801,1.5256109790049897,16249.744629236486,31.30688737182809,12.6091305080266,511682616.0,676883736.0,655142442.0,725306238.0,678602664.0,678602664.0,828107280.0,828107280.0,25290180.0,25290180.0,24824659.0,24888978.0,25290180.0,25290180.0,25290180.0,25290180.0,5
1,2024,58.05787871360875,2.17271230262675,0.166823813263912,0.1668235375008367,19.285819870399635,316136.81015260384,185.2829467786455,149.7783176580954,14.02569292487143,1.2148379676265015,0.0416151991895349,0.04161527696246027,2.0388742629585694,12537.85664424426,28.270973815203018,8.213004579159666,42640218.0,56406978.0,60467106.0,61680396.0,56550222.0,56550222.0,69008940.0,69008940.0,2107515.0,2107515.0,2073946.0,2074081.0,2107515.0,2107515.0,2107515.0,2107515.0,5
13,1984,29.161025101493188,11.134334690865511,0.1917109799704381,0.17574374159987516,6.968317190806071,166729.69532525336,94.85727814472362,172.89386468613455,9.976324627573199,5.88299366664231,0.03770214323008388,0.040007139297747754,3.6549907718635484,11141.015554270423,25.056234612134453,19.101238450189626,138199680.0,155497968.0,52948996.0,118712772.0,155497968.0,155497968.0,143186688.0,143864640.0,16352496.0,16352496.0,8162848.0,15840245.0,16352496.0,16352496.0,16349292.0,16349508.0,29
13,1985,29.161025101493188,10.664176834257326,0.18528579542356907,0.17412251710923402,7.676644033493681,166564.473749128,92.1218044576506,172.23306882246786,9.976324627573199,5.1072417903535445,0.038119599379714944,0.039493618673839,3.7024811922042327,11439.831726099159,27.181407908256762,21.940267608376793,138199680.0,155497968.0,60546188.0,120361104.0,155497968.0,155497968.0,143186688.0,143864640.0,16352496.0,16352496.0,8660375.0,15849666.0,16352496.0,16352496.0,16349292.0,16349508.0,29
13,1986,29.161025101493188,10.005481559056387,0.18192487704966748,0.17742350054582423,7.723191257980135,165186.2673851404,90.55692255595699,153.34571191191688,9.976324627573199,5.087066232300609,0.03998302200677461,0.04133027541969268,3.795658599867517,11495.946869318455,26.839378096821147,27.454027168034376,138199680.0,155497968.0,55298820.0,119808224.0,155497968.0,155497968.0,143186688.0,143864640.0,16352496.0,16352496.0,8326414.0,15844008.0,16352496.0,16352496.0,16349292.0,16349508.0,29
13,1987,29.161025101493188,15.38269391453866,0.20834084645365222,0.19196071182995103,7.840559712300698,156837.28047800311,100.93023547668435,151.78187164387688,9.976324627573199,6.923611171796377,0.04377205663422172,0.04324206573036087,3.7324541534664224,13166.63133477194,29.500046311871454,29.598711247784884,138199680.0,155497968.0,52708052.0,115844592.0,155497968.0,155497968.0,143186688.0,143864640.0,16352496.0,16352496.0,8630944.0,15833700.0,16352496.0,16352496.0,16349292.0,16349508.0,29
13,1988,29.161025101493188,10.689997800306665,0.21393669641443658,0.19604112786020284,8.35477152828955,163770.88865999275,101.50584892730112,156.741956647677,9.976324627573199,5.703371021366856,0.04227661331944229,0.042150034180852225,3.85806818873135,12034.404098170242,28.33148741747035,23.11437618094972,138199680.0,155497968.0,53014704.0,113072652.0,155497968.0,155497968.0,143186688.0,143864640.0,16352496.0,16352496.0,9779620.0,15825021.0,16352496.0,16352496.0,16349292.0,16349508.0,29
13,1989,29.161025101493188,9.718751769012258,0.20920108020719552,0.194084082707469,7.103673677969103,164727.2597459705,98.13264941610099,162.5472399075281,9.976324627573199,4.976004102362437,0.03585921224179148,0.038645599066340366,3.772792446812917,11819.136475114605,28.34684751407265,23.770514693113036,138199680.0,155497968.0,47074788.0,112264044.0,155497968.0,155497968.0,143186688.0,143864640.0,16352496.0,16352496.0,9061919.0,15824514.0,16352496.0,16352496.0,16349292.0,16349508.0,29
13,1990,29.161025101493188,10.060759703502635,0.2094259795008434,0.19272281939481214,8.462020442963372,164256.36200343934,104.18965555670712,159.7637223082532,9.976324627573199,4.866874215511963,0.04119199292833914,0.04101660737833462,3.760748732944482,11837.456335448003,31.1726609161678,23.603703598455283,138199680.0,155497968.0,53320088.0,113141276.0,155497968.0,155497968.0,143186688.0,143864640.0,16352496.0,16352496.0,9593945.0,15825431.0,16352496.0,16352496.0,16349292.0,16349508.0,29
13,1991,29.161025101493188,10.035402119279931,0.2114503981752528,0.19289608422056184,7.961668494364454,162084.95167405382,99.7053414566028,165.20108466112617,9.976324627573199,5.138752899764794,0.038634889339858695,0.04012719226471304,3.7836448085166916,11629.717328581555,24.016275283475878,23.734966853734203,138199680.0,155497968.0,51285916.0,114952248.0,155497968.0,155497968.0,143186688.0,143864640.0,16352496.0,16352496.0,8816026.0,15840901.0,16352496.0,16352496.0,16349292.0,16349508.0,29
13,1992,29.161025101493188,10.112336264889306,0.20948671642690894,0.1944778095915988,7.8048213792757855,157675.320277946,98.16038459010281,157.13103580441586,9.976324627573199,4.637413864655068,0.04049167834551229,0.041324720261962745,3.663445100272082,12516.194150671068,24.513052631904703,25.203772639428976,138199680.0,155497968.0,61183852.0,117470424.0,155497968.0,155497968.0,143186688.0,143864640.0,16352496.0,16352496.0,10089415.0,15861051.0,16352496.0,16352496.0,16349292.0,16349508.0,29
13,1993,29.161025101493188,12.968780293483634,0.20639914936489526,0.19576805767451316,7.238083986927652,158535.0772710748,106.3391854882964,167.70038477807637,9.976324627573199,6.265820564737328,0.04377355826000115,0.04254668027883219,3.594215517198943,12805.789846089026,26.098572015387788,23.250477404975484,138199680.0,155497968.0,61277804.0,117497108.0,155497968.0,155497968.0,143186688.0,143864640.0,16352496.0,16352496.0,9924058.0,15860251.0,16352496.0,16352496.0,16349292.0,16349508.0,29
13,1994,29.161025101493188,10.221735358474929,0.19975880036751426,0.18649122104364504,7.6094023332827625,164396.74689716578,106.08706038249916,170.6570503505424,9.976324627573199,5.161445576332898,0.04239742177239456,0.04094311348694765,3.684826487038799,11833.256253560487,26.85142801436203,15.745260713316709,138199680.0,155497968.0,62543556.0,118129108.0,155497968.0,155497968.0,143186688.0,143864640.0,16352496.0,16352496.0,10063974.0,15863210.0,16352496.0,16352496.0,16349292.0,16349508.0,29
13,1995,29.161025101493188,7.206642248531027,0.19860438195367652,0.18479609682028422,8.054382604029444,164981.8361539389,100.80182825966494,154.98158407072458,9.976324627573199,4.058327253266406,0.04116686300285902,0.040637129755883114,3.9382175958662264,12091.729959414606,27.415481420377372,24.459606561839127,138199680.0,155497968.0,61747756.0,118189204.0,155497968.0,155497968.0,143186688.0,143864640.0,16352496.0,16352496.0,9900327.0,15863358.0,16352496.0,16352496.0,16349292.0,16349508.0,29
13,1996,29.161025101493188,9.247881702941257,0.19871621206402776,0.18627570394235976,7.419538367022243,161907.4028923468,103.45234505397153,150.04307387179648,9.976324627573199,4.941827279828902,0.040411137620433975,0.04048231989362663,3.7754479830182484,12153.025749686614,31.11886237852669,26.497692634509633,138199680.0,155497968.0,57322716.0,116282968.0,155497968.0,155497968.0,143186688.0,143864640.0,16352496.0,16352496.0,9659241.0,15853383.0,16352496.0,16352496.0,16349292.0,16349508.0,29
13,1997,29.161025101493188,8.655918142131547,0.19846818223595616,0.18541806015763143,8.954328519990668,164197.15697272777,103.62222412413865,156.01280224731298,9.976324627573199,4.169988515816872,0.040322619450877645,0.041019192660086655,3.84313901863157,11995.829524926827,26.548663182632072,27.074154923961157,138199680.0,155497968.0,64878852.0,118016372.0,155497968.0,155497968.0,143186688.0,143864640.0,16352496.0,16352496.0,10325760.0,15866311.0,16352496.0,16352496.0,16349292.0,16349508.0,29
